7368044	Tom says that he'll never do that.	7368064	Inna Tom is ur sar yad inni ad issker ayann.
6666152	I don't often wear makeup.	9732314	ⵓⵔ ⴰ ⴱⴰⵀⵔⴰ ⵜⴳⴳⴰⵖ ⴰⵎⴰⴽⵢⴰⵊ
5869202	The robbers dropped whatever he had and ran in different directions.	9742181	ⵙⵔⵙⵏ ⴰⴽⴽⵯ ⵉⵎⴰⴽⵔⵏ ⴰⵢⵍⵍⵉ ⴷⴰⵔⵙⵏ ⵉⵍⵍⴰⵏ ⵔⵡⵍⵏ ⵙ ⴽⵔⴰⵢⴳⴰⵜ ⵜⴰⵙⴳⴰ.
1025203	Tom is a bad cook.	9742197	ⴰⵎⵏⵡⴰⵍ ⵉⵅⵛⵏⵏ ⴰⴷ ⵉⴳⴰ ⵜⵓⵎ.
9867855	I am reading a book in the library.	9867829	ⴰⵔ ⴰⵇⵇⵔⴰⵖ ⴰⴷⵍⵉⵙ ⵖ ⵜⴰⵎⴽⴰⵕⴹⵉⵜ
9867896	I read two books a week.	9867897	ⴰⵔ ⴰⴳⴳⵔⴰⵖ ⵙⵉⵏ ⵏ ⴻⴷⵍⵉⵙⴻⵏ ⵖ ⵉⵎⴰⵍⴰⵙⵙ
433504	Excuse me.	9867925	ⵙⵙⵓⵔⴼⵉ
6653283	Tom said that he needed to do that before he left.	9979754	ⵉⵏⵏⴰ ⵜⵓⵎ ⴰⴷ ⵉⴳ ⴰⵢⴰ ⵙⵎⴷ ⴰⴷ ⵉⴷⴷⵓ.
2492955	It's obvious that she doesn't love her husband.	9979757	ⵉⴱⴰⵏ ⵉⵙ ⵓⵔ ⴷⴰ ⵜⵜⵉⵔⴰ ⴰⵔⴳⴰⵣ ⵏⵏⵙ.
7973493	Tom returned before 2:30.	9979759	ⵢⵓⵖⵓⵍ ⴷ ⵜⵓⵎ ⵙⵎⴷ 2:30.
3731440	Where did the money go?	9979761	ⵎⴰⵏⵉ ⵙⴳ ⴽⴽⴰⵏ ⵉⴷⵔⵉⵎⵏ?
6718917	Sami read that book.	9979764	ⴷⴰ ⵉⵇⵇⴰⵔ ⵙⴰⵎⵉ ⴰⴷⵍⵉⵙ ⵏⵏⵉ.
2662707	I don't think you want to hear about my problems.	9979768	ⵓⵔ ⵏⵏⵉⵖ ⵜⵅⵙⴷ ⴰⴷ ⵜⵙⵍⵍⴷ ⵉ ⵉⵎⵓⴽⵔⵉⵙⵏ ⵉⵏⵓ.
6661215	Tom doesn't know how much we need his help.	9979772	ⵓⵔ ⵉⵙⵙⵉⵏ ⵜⵓⵏ ⵎⵛⵜⴰ ⴰⵢⴷ ⵏⵔⴰ ⵜⵉⵡⵉⵙⵉ ⵏⵏⵙ.
3681152	I don't want you to quit your job.	9979776	ⵓⵔ ⴽ ⵔⵉⵖ ⴰⴷ ⵜⴼⵍⴷ ⵜⴰⵡⵓⵔⵉ ⵏⵏⴽ.
8175791	That's what he was afraid of.	9979789	ⴰⵢⴰ ⴰⵙ ⵙⴳ ⵉⴳⴳⵯⴷ.
6024775	I work five days a week.	9979791	ⴷⴰ ⵙⵡⵓⵔⵉⵖ ⵙⵎⵎⵓⵙ ⵏ ⵡⵓⵙⵙⴰⵏ ⴳ ⵢⵉⵎⴰⵍⴰⵙⵙ.
2164537	She's used to going to the museum on Sundays.	9979794	ⵜⵏⵏⵓⵎ ⵜⴳⴳⵓⵔ ⵖⵔ ⵜⵙⵏⵏⵉⵖⵜ.
5752484	Tom owns both of them.	9979795	ⵜⵓⵎ ⵉⴳⴰ ⴱⴰ ⵏⵙⵏ ⵙ ⵙⵉⵏ.
4667080	Tom isn't a student.	9979796	ⵓⵔ ⵉⴳⴰ ⵜⵓⵎ ⴷ ⴰⵏⵍⵎⴰⴷ.
960700	Just because you didn't know about it doesn't mean it is a lie.	9979798	ⵎⴰⵛⵉ ⵀⵍⵍⵉ ⵓⵔ ⵜ ⵜⵙⵙⵉⵏⴷ ⴷ ⵉⵅⴰⵔⵔⵉⵇⵏ.
2768889	She allowed him to kiss her.	9979799	ⵜⴰⵊⵊ ⵜ ⴰⴷ ⵜⵜ ⵉⵙⵙⵓⴷⵎ.
9488920	Everyone's talking about it.	9979801	ⵙⵙⴰⵡⴰⵍⵏ ⵖⵉⴼⵙ ⴰⴽⴽⵯ.
1741896	Don't let him scream.	9979803	ⴰⴷ ⵓⵔ ⵜ ⵜⵜⴰⵊⵊ ⴰⴷ ⵉⵙⵙⵖⵓⵢ.
6440604	Music is my life.	9979804	ⴰⵥⴰⵡⴰⵏ ⴷ ⵜⵓⴷⴰⵔⵜ ⵉⵏⵓ.
8400121	"Thank you for your help." "No problem."	9979805	"ⵜⴰⵏⵎⵎⵉⵔⵜ ⵅⴼ ⵜⵡⵉⵙⵉ ⵏⵏⴽ." "ⵓⵍⴰ ⵎⴰⵅ."
9947394	Why don't we talk about this tomorrow?	9979806	ⵎⴰⵢⵎⵉ ⵓⵔ ⵖⵉⴼⵙ ⵏⵙⵙⴰⵡⴰⵍ ⴰⵙⴽⴽⴰ?
7954014	I would like to know why women live longer than men.	9979808	ⵅⵙⵖ ⴰⴷ ⵉⵙⵉⵏⵖ ⵎⴰⵢⵎⵉ ⵜⵜⴷⵔⵏⵜ ⵜⵎⵖⴰⵔⵉⵏ ⵓⴳⴰⵏ ⵏ ⵉⵔⴳⴰⵣⵏ.
6980523	Oh, look, they're kissing.	9979810	ⴰⵔ, ⵥⵕ, ⴷⴰ ⵜⵜⵎⵙⵓⴷⴰⵎⵏ.
2243032	They all smiled.	9979811	ⵙⵎⵔⵏⵙⵏ ⴰⴽⴽⵯ.
3199846	What can I tell Tom?	9979812	ⵎⴰ ⵖⴰ ⵉⵏⵉⵖ ⵉ ⵜⵓⵎ?
9735313	I go to Australia every October.	9979814	ⴷⴰ ⵜⵜⴷⴷⵓⵖ ⵖⵔ ⵓⵙⵜⵕⴰⵍⵢⴰ ⴰⴽⴽ ⴽⵜⵓⴱⵕ.
6355866	I might not leave early.	9979815	ⵣⵎⵔⵖ ⵓⵔ ⵜⵜⴼⴼⵖ ⵣⵉⴽ.
3096309	How did you know I grew up in Boston?	9979816	ⵎⴰⵙ ⵜⵙⵙⵏⴷ ⵎⵇⵇⵔⵖ ⴳ ⴱⵓⵙⵜⵓⵏ?
6064871	Layla will come back and kill us.	9979817	ⴰⴷ ⵜⴷⵡⵍ ⵍⴰⵢⵍⴰ ⴰⴷ ⴰⵖ ⵜⵏⵖ.
6255086	Tom went back to Australia in 2013.	9979818	ⵉⴷⵡⵍ ⵜⵓⵎ ⵖⵔ ⵓⵙⵜⵕⴰⵍⵢⴰ ⴳ 2013.
4728102	I currently live in Beijing.	9979820	ⴷⴰ ⵣⴷⴷⵖⴻⵖ ⴷⵖⵉ ⴳ ⴱⵉⴽⵉⵏ.
7999585	Why have you forgotten the word?	9981477	ⵎⴰⵢⵎⵉ ⵜⴻⵜⵜⵓⴷ ⵜⴰⴳⵓⵔⵉ?
1490717	Do you know where she was born?	9981483	ⵉⵙ ⵜⵙⵙⵏⴷ ⵎⴰⵏⵉ ⵜⵍⵓⵍ?
3130275	Do you remember how we got here?	9981485	ⵉⵙ ⵜⴽⵜⵉⴷ ⵎⴰⵎⴽ ⴷ ⵢⵓⵙ ⵖⵔ ⴷⴰ?
2955574	Tom and I are lawyers.	9981491	ⵏⴽⴽ ⴷ ⵜⵓⵎ ⴷ ⵉⵎⵙⵜⴰⵏⵏ.
3920345	Answer him.	9994219	ⵔⴰⵔ ⵖⵉⴼⵙ.
2331791	I had to get back home.	9994220	ⵉⵅⵚ ⴰⴷ ⴷⵡⵍⵖ ⵖⵔ ⵜⴰⴷⴷⴰⵔⵜ.
4306290	He can speak ten languages.	9994221	ⵉⵣⵎⵔ ⴰⴷ ⵉⵙⵙⵉⵡⵍ ⵎⵔⴰⵡ ⵏ ⵜⵓⵜⵍⴰⵢⵉⵏ.
9689779	I need to tell Tom the news.	9997734	ⵉⵅⵚ ⴰⴷ ⵉⵏⵉⵖ ⵉⵏⵖⵎⵉⵙⵏ ⵉ ⵜⵓⵎ.
3718883	Their religion is not a good one.	9997744	ⵓⵔ ⵉⵖⵓⴷⵉ ⵓⵙⴳⴷ ⵏⵏⵙⵏ.
8842886	Tom wants to work with me.	9997763	ⵉⵅⵙ ⵜⵓⵎ ⴰⴷ ⵉⵙⵡⵓⵔⵉ ⴰⴽⵉⴷⵉ.
3583230	I am speaking Osmani.	9997766	ⵙⵙⴰⵡⴰⵍⵖ ⵜⵓⵙⵎⴰⵏⵉⵜ.
3170366	I don't want her here.	9997768	ⵓⵔ ⵜⵜ ⵔⵉⵖ ⴷⴰ.
6244264	Tom has told me he wants to write a book.	9997954	ⵉⵏⵏⴰ ⵉⵢⵉ ⵜⵓⵎ ⵉⵔⴰ ⴰⴷ ⵢⴰⵔⵉ ⵢⴰⵏ ⵓⴷⵍⵉⵙ.
8929243	I tried to find you.	10004711	ⵓⵔⵎⵖ ⴰⴷ ⴽ ⴰⴼⵖ.
9996792	We waited with Tom.	10004714	ⵏⵕⵊⴰ ⵜⵓⵎ.
9996877	When did you start teaching French?	10004717	ⵎⴰⵢⵎⵉ ⵜⵙⵏⵜⵉⴷ ⴰⵙⵍⵎⴷ ⵏ ⵜⴼⵔⴰⵏⵙⵉⵙⵜ?
9997000	Tom's got to eat something.	10004721	ⵉⵅⵚ ⴰⴷ ⵉⵛⵛ ⵜⵓⵎ ⴽⵔⴰ.
2247751	I'll go myself.	10006500	ⴰⴷ ⴷⴷⵓⵖ ⵙ ⵢⵉⵅⴼ ⵉⵏⵓ.
8341226	If I leave now, I should be home by 2:30.	10006501	ⵎⴽ ⴷⴷⵉⵖ ⴷⵖⵉ. ⴰⴷ ⵉⵍⵉⵖ ⴳ ⵜⴰⴷⴷⴰⵔⵜ ⴰⴽⴷ 2:30.
7338133	Sami doesn't even know what to say.	10006503	ⵓⵔ ⵉⵙⵙⵉⵏ ⵙⴰⵎⵉ ⵎⵉⵏ ⵖⴰ ⵢⵉⵏⵉ.
8007547	Mennad has a dog.	10006504	ⵉⵍⵍⴰ ⵡⴰⵢⴷⵉ ⵖⵔ ⵎⵏⵏⴰⴷ.
7091801	The island is uninhabited.	10006506	ⵓⵔ ⵜⴻⵜⵜⵡⴰⵣⴷⵖ ⵜⴳⵣⵉⵔⵜ.
6909967	Tom knows you can speak French.	10006507	ⵉⵙⵙⵏ ⵜⵓⵎ ⵉⵙ ⵜⵣⵎⵔⴷ ⴰⴷ ⵜⵙⵙⵉⵡⵍⴷ ⵜⴰⴼⵔⴰⵏⵙⵉⵙⵜ.
2329379	I gave you what you asked for.	10006510	ⴼⴽⵉⵖ ⴰⴽ ⵎⵉⵏ ⵜⵙⵙⵓⵜⵔⴷ.
2510767	Tom is alive!	10006511	ⵉⴷⴷⵔ ⵜⵓⵎ!
3200370	Can you tell us your name?	10006514	ⵉⵙ ⵜⵣⵎⵔⴷ ⴰⴷ ⴰⵖ ⵜⵉⵏⵉⴷ ⵉⵙⵎ ⵏⵏⴽ?
7205308	Sami couldn't sleep.	10006515	ⵓⵔ ⵉⵣⵎⵉⵔ ⵙⴰⵎⵉ ⴰⴷ ⵉⴳⵏ?
7403967	She told me that she cried.	10006517	ⵜⵏⵏⴰ ⴰⵢⵉ ⵜⵔⵓ.
2719633	The old man approached.	10006518	ⵢⵓⴷⵙⴷ ⵓⵔⴳⴰⵣ ⴰⵡⵙⵙⴰⵔ.
3042182	What was Tom afraid of?	10006520	ⵎⵉⵏⵣⵉ ⵉⴳⴳⵯⴷ ⵜⵓⵎ?
257584	I am going out this afternoon.	10006521	ⴰⴷ ⴼⴼⵖⴻⵖ ⵜⴰⵎⴷⴷⵉⵜ ⴰ.
6733263	Don't steal honey from bees!	10006523	ⴰⴷ ⵓⵔ ⵜⵜⴰⴽⵔ ⵜⴰⵎⵎⴻⵎⵜ ⵙⴳ ⵜⵣⵉⵣⵡⴰ!
7381409	Mary is a farmer, isn't she?	10006527	ⵜⴳⴰ ⵎⴰⵔⵢ ⵜⴰⴼⵍⵍⴰⵃⵜ, ⵢⴰⴽ?
7476670	They say they're thirsty.	10006528	ⵏⵏⴰⵏ ⴰⴽ ⴼⴼⵓⴷⵏ.
8509590	Tom said he'd find Mary.	10006529	ⵉⵏⵏⴰ ⵜⵓⵎ ⴰⴷ ⵢⴰⴼ ⵎⴰⵔⵉ.
9172129	That won't stop Tom.	10006532	ⴰⵢⵏⵏ ⵓⵔ ⵉⵙⴱⵉⴷⴷⵉⴷ ⵜⵓⵎ.
6126517	Tom didn't have a job last year.	10006534	ⵓⵔ ⵜⴽⴽⴰ ⵜⵡⵓⵔⵉ ⵖⵔ ⵜⵓⵎ ⴰⵣⵖⴰⵜ.
5258944	You must wait for the next bus.	10006537	ⵉⵅⵚ ⴰⴷ ⵜⵔⴰⵊⵉⴷ ⴰⵏⵙⵎⴰⴷⴷⵓ ⴰⵏⴹⴼⴰⵕ.
6673348	Sami went to meet Layla.	10006543	ⵜⴷⴷⴰ ⵙⴰⵎⵉ ⴰⴷ ⵜⵎⵏⵉⴳⴳⵉⵔ ⴰⴽⴷ ⵍⴰⵢⵍⴰ.
5936936	The boy playing the saxophone is Tom.	10006545	ⴰⵔⴱⴰ ⵏⵏⴰ ⵉⵜⵜⵉⵔⴰⵔⵏ ⴰⵙⴰⴽⵙⵓⴼⵓⵏ ⵉⴳⴰ ⵜⵓⵎ.
2878238	I'll leave.	10006547	ⴰⴷ ⴷⴷⵓⵖ.
267609	I'd like to pay by check.	10006550	ⵔⵉⵖ ⴰⴷ ⵅⵍⵍⵚⵖ ⵙ ⵓⵛⵉⴽ.
7165563	Sami wanted to know who did that.	10006552	ⵉⵔⴰ ⵙⴰⵎⵉ ⴰⴷ ⵢⵉⵙⵉⵏ ⵎⵉⵏ ⵉⴳⴰⵏ ⴰⵢⴰ.
477086	Yes.	10006568	ⵢⴰⵀ
349064	I don't know.	10006570	ⵓⵔ ⵙⵙⵉⵏⵖ.
1395	I have to go to bed.	10006571	ⵉⵅⵚ ⴰⴷ ⴷⴷⵓⵖ ⴰⴷ ⴳⵏⵖ.
36088	What?	10006583	ⵎⴰⵜⵜⴰ?
36419	Why?	10006584	ⵎⴰⵢⵎⵉ?
246359	Dead?	10006586	ⵉⵎⵎⵓⵜ?
7075769	Tom, get up!	10006597	ⵜⵓⵎ, ⴽⴽⵔ!
8516301	She didn't yell at him.	10006975	ⵓⵔ ⵖⵉⴼⵙ ⵜⵙⵖⵢ.
6272739	I hope you'll say yes.	10006976	ⵙⵉⵜⵎⵖ ⴰⴷ ⵜⵉⵏⵉ ⵢⴰⵀ.
317707	They are in class.	10006988	ⵍⵍⴰⵏ ⴳ ⵜⵎⵖⵔⵉⵜ.
8007278	Mennad was crying in the video.	10006992	ⵉⴽⴽⴰ ⵉⵜⵜⵔⵓ ⵎⵏⵏⴰⴷ ⴳ ⵓⴼⵉⴷⵢⵓ.
2545820	Tom didn't want to wait.	10006993	ⵓⵔ ⵉⵅⵙ ⵜⵓⵎ ⴰⴷ ⵉⵔⴰⵊⴰ.
3341721	Ajay is poor.	10006996	ⴰⵊⴰⵢ ⴷ ⴰⵎⵥⵍⵓⴹ.
7264277	Does she smoke?	10006998	ⵉⵙ ⵜⵜⴽⵎⵎⵓ?
6274198	Tom likes to be here.	10007000	ⵉⵜⵜⵉⵔⴰ ⵜⵓⵎ ⴰⴷ ⴷⴰ ⵢⵉⵍⵉ.
6574064	Cows eat grass — no gluten!	10007003	ⵜⵜⴻⵜⵜ ⵜⴼⵓⵏⴰⵙⵜ ⵜⵓⴳⴰ -- ⵎⴰⵛⵉ ⴰⴳⵍⵓⵜⵏ!
8830642	I have read a book.	10007006	ⵖⵔⵉⵖ ⵢⴰⵏ ⵓⴷⵍⵉⵙ.
7071979	The girls talked about fashion.	10007014	ⵜⵙⵙⵉⵡⵍ ⵜⵔⴱⴰⵜ ⵅⴼ ⵜⴰⵎⵓⴹⵜ.
2663567	Now it's your problem.	10007016	ⴷⵖⵉ ⵡⴰ ⴷ ⴰⵎⵓⴽⵔⵉⵙ ⵏⵏⴽ.
2276261	I don't want Tom there.	10007019	ⵓⵔ ⵔⵉⵖ ⵜⵓⵎ ⴷⴰ.
6352579	Tom told me not to eat this.	10007021	ⵉⵏⵏⴰ ⵉⵢⵉ ⵜⵓⵎ ⵓⵔ ⵜⵜⴻⵜⵜⵖ ⴰⵢⴰ.
8550787	I call Algeria home.	10007024	ⵇⵇⴰⵔⵖ ⵉ ⴷⵣⴰⵢⵔ ⵜⴰⵎⴰⵣⵉⵔⵜ.
1821592	We were really cold.	10007027	ⵉⵏⵖⴰ ⴰⵖ ⵓⵚⵎⵎⵉⴹ ⵙ ⵜⵉⴷⵜ.
6825524	Where are my pants?	10007028	ⵎⴰⵏⵉ ⴰⵙⵔⵡⴰⵍ ⵉⵏⵓ?
3912530	What made them mad?	10007034	ⵎⴰⵢ ⵜⵏ ⵢⴰⵊⵊⵏ ⵅⵢⵇⵏ?
803247	Without money, he could do nothing.	10007040	ⴱⵍⴰ ⵉⴷⵔⵉⵎⵏ, ⵓⵔ ⵉⵣⵎⵉⵔ ⴰⴷ ⵉⴳ ⴽⵔⴰ.
9690917	Dad, Maria hit me!	10007072	ⴱⴰⴱⴰ, ⵜⵓⵜ ⴰⵢⵉ ⵎⴰⵔⵉⵢⴰ!
6263791	You expect a lot, don't you?	10007090	ⵜⴻⵜⵜⵔⴰⵊⵉⴷ ⴰⵟⵟⴰⵙ, ⵢⴰⴽ?
6168220	What is the title of this movie?	10007094	ⵎⴰⵜⵜⴰ ⵏ ⵡⵣⵡⵍ ⵏ ⵓⵙⴰⵔⵓ ⴰ?
8208233	I love Islam.	10007096	ⵜⵜⵅⵙ ⵉⵙⵍⴰⵎ.
4011786	I played tennis with Tom yesterday.	10007098	ⵔⴰⵔⵖ ⴰⵜⵜⵉⵏⵉⵙ ⴰⴽⴷ ⵜⵓⵎ ⴰⵙⵙⵏⵏⴰⵟ.
7402401	He isn't coming back, is he?	10007100	ⵓⵔ ⴷ ⵉⴷⴳⴳⵯⵍ, ⵢⴰⴽ?
3901991	Tom learnt that Mary had left the school.	10007106	ⵉⵙⵙⵏ ⵜⵓⵎ ⵉⵙ ⵜⴼⴼⵖ ⵎⴰⵔⵉ ⵙⴳ ⵜⵉⵏⵎⵍ.
3023220	We were in Boston last summer.	10007108	ⵏⴽⴽⴰ ⴳ ⴱⵓⵙⵟⵓⵏ ⴰⵏⴱⴷⵓ ⴰⵎⴳⴳⴰⵔⵓ.
7912536	I don't know what to write here.	10007109	ⵓⵔ ⵙⵙⵉⵏⵖ ⵎⴰⵢⴷ ⴷⴰ ⵖⴰ ⴰⵔⴰⵖ.
5416141	Oh, if only that were true!	10007110	ⴰⵀ, ⵀⵍⵉ ⵎⴰⵔⴰ ⵉⴽⴽⴰ ⴰⵢⴰ ⴷ ⵜⵉⴷⵜ!
7407090	They invited their friends to dinner.	10007111	ⵖⵔⵉⵏ ⵉ ⵢⵎⴷⴷⵓⴽⴽⴰⵍ ⵏⵏⵙⵏ ⵖⵔ ⵓⵎⵏⵙⵉ.
5858264	I opened the cage.	10007115	ⵕⵥⵎⵖ ⵉⵙⴽⵏⵉ.
6267985	Tom is coming over on Monday.	10007116	ⴰⴷ ⵢⴰⵙ ⵜⵓⵎ ⴰⵢⵏⴰⵙ.
7363138	You hit her in the head.	10007117	ⵜⵓⵜⵉⴷ ⵜⵜ ⵖⵔ ⵢⵉⵅⴼ.
3148452	How was your trip to Boston?	10007129	ⵎⴰⵎⴽ ⵉⵣⵔⵉ ⵓⵎⵓⴷⴷⵓ ⵏⵏⴽ ⵖⵔ ⴱⵓⵙⵟⵓⵏ?
29617	Do you like apples?	10007132	ⵉⵙ ⵜⵜⵉⵔⵉⴷ ⵜⵉⴷⴼⴼⵓⵢⵉⵏ?
2726107	I'm not his type.	10007133	ⵏⴽⴽ ⵎⴰⵛⵉ ⴷ ⴰⵏⴰⵡ ⵏⵏⵙ.
1494619	China has more than a billion inhabitants.	10007134	ⵉⵍⵍⴰ ⵖⵔ ⵛⵉⵏⵡⴰ ⵓⴳⴳⴰⵔ ⵏ ⵓⵎⵍⵢⴰⵕ ⵏ ⵉⵎⵣⴷⴰⵖⵏ.
2062549	There's something on the table.	10007135	ⵉⵍⵍⴰ ⴽⵔⴰ ⵅⴼ ⵜⴷⴰⴱⵓⵜ.
9473855	You may have as much as you want.	10007137	ⴰⵙⵉ ⴰⵢⵏⵏⴰ ⵜⵔⵉⴷ.
2329339	I gave one to Tom, too.	10007140	ⵓⵍⴰ ⴷ ⵜⵓⵎ ⴼⴽⵉⵖ ⵉⵊⵊ.
8358392	This is sand.	10007141	ⵡⴰ ⴷ ⵉⵊⴷⵉ.
687992	You wash yourself.	10007147	ⵜⵙⵙⵉⵔⵉⴷⴷ.
2210782	Why don't you just forget it?	10007152	ⵎⴰⵢⵎⵉ ⵓⵔ ⵜⵜⴻⵜⵜⵓⴷ?
7385299	He hid his face in his hands.	10007155	ⵉⴼⴼⵔ ⵓⴷⵎ ⵏⵏⵙ ⴷⴳ ⵉⴼⴰⵙⵙⵏ ⵏⵏⵙ.
9668900	Leave it to me!	10008369	ⴰⵊⵊⵉ ⵜ!
2721553	She returned the shirt because it was too small.	10008370	ⵜⵔⵔⴰ ⴰⴽⵔⴱⴰⵙ ⴰⵛⴽⵓ ⵉⵎⵥⵥⵉ ⴰⵟⵟⴰⵙ.
6102430	Drive!	10008371	ⵏⴷⵀ!
2254750	Let him go hungry.	10057963	ⴰⵊⵊ ⵜ ⴰⴷ ⵉⵍⵍⵓⵥ.
2359486	I haven't eaten for a couple of days.	10191554	ⵓⵔ ⵛⵛⵉⵖ ⵙⵉⵏ ⵡⵓⵙⵙⴰⵏ ⴰⵢⴰⴷ
