3610765	ibo	Ana m ele anya ya.	\N	2014-11-06 04:59:36	2019-04-16 10:49:39
5327630	ibo	Mbe enweghị ezé.	Balamax	2016-08-08 16:35:36	2016-08-08 16:36:16
6464872	ibo	Tom Kedu.	VOB	2017-11-15 03:28:58	2017-11-15 03:28:58
6789583	ibo	I wepuru ahihia ahu?	obum	2018-03-22 20:32:05	2018-03-22 20:32:05
6789584	ibo	Gwagodi Tomu ka-obata n'ime?	obum	2018-03-22 20:33:38	2018-03-22 20:33:38
6789585	ibo	I nwere Ike Igwa Tomu ka-obata n'ime?	obum	2018-03-22 20:34:04	2018-03-22 20:34:04
6789586	ibo	I na-akwado Iga ebe ahu?	obum	2018-03-22 20:35:03	2018-03-22 20:35:03
6789587	ibo	Tomu na Mari akpara Ihe ahu?	obum	2018-03-22 20:36:35	2018-03-22 20:36:35
6789589	ibo	Enwere m ike ibiri gi diksonari a?	obum	2018-03-22 20:38:45	2018-03-22 20:38:45
6789591	ibo	Ihuru mgbe Tomu bara n'me ugbo ala ahu?	obum	2018-03-22 20:39:32	2018-03-22 20:39:32
6789592	ibo	Enwerem ike iju gi ajuju ozo?	obum	2018-03-22 20:40:06	2018-03-22 20:40:06
6789594	ibo	Mu na ndi be Tomu ahubeghi.	obum	2018-03-22 20:41:32	2018-03-22 20:41:32
6789595	ibo	Akam ahubeghi ndi be Tomu.	obum	2018-03-22 20:41:53	2018-03-22 20:41:53
6789596	ibo	Amam na Tomu na-aruru Meri Oru.	obum	2018-03-22 20:43:03	2018-03-22 20:43:03
6789597	ibo	Ikwukwara Ihe meru?	obum	2018-03-22 20:44:03	2018-03-22 20:44:03
6789598	ibo	Amam na Tomu choro igwa m okwu.	obum	2018-03-22 20:44:35	2018-03-22 20:44:35
6789599	ibo	Amam na Tomu choro ka mu na ya kpa.	obum	2018-03-22 20:45:00	2018-03-22 20:45:00
6789601	ibo	Amam na Tomu choro ka mu na ya kwo.	obum	2018-03-22 20:45:17	2018-03-22 20:45:17
6789602	ibo	I tinyere ihe na-asa efere ka obido.	obum	2018-03-22 20:46:10	2018-03-22 20:46:10
6789605	ibo	Mu na Tomu enwere Ike ikwu maka ihea?	obum	2018-03-22 20:52:18	2018-03-22 20:52:18
6789607	ibo	Obu n'imaburo maka ihea?	obum	2018-03-22 20:55:17	2018-03-22 20:55:17
8853382	ibo	Gịnị?	linguascroll	2020-06-18 04:09:24	2020-06-18 04:09:24
8853383	ibo	Ndo...	linguascroll	2020-06-18 04:09:47	2020-06-18 04:09:47
8853384	ibo	Biko.	linguascroll	2020-06-18 04:11:21	2020-06-18 04:11:21
8853385	ibo	Ndewo!	linguascroll	2020-06-18 04:11:36	2020-06-18 04:11:36
8853386	ibo	Kwụsị!	linguascroll	2020-06-18 04:12:07	2020-06-18 04:12:07
8853387	ibo	Daalụ!	linguascroll	2020-06-18 04:12:16	2020-06-18 04:12:16
8853388	ibo	Mba.	linguascroll	2020-06-18 04:12:29	2020-06-18 04:12:29
8853389	ibo	Ee.	linguascroll	2020-06-18 04:12:36	2020-06-18 04:12:36
8853390	ibo	Ka emesịa!	linguascroll	2020-06-18 04:12:47	2020-06-18 04:12:47
8853391	ibo	Kedụ?	linguascroll	2020-06-18 04:12:58	2020-06-18 04:12:58
8853394	ibo	Bịa!	linguascroll	2020-06-18 04:13:41	2020-06-18 04:13:41
10473298	ibo	A chọbụrụ m ịchete.	linguascroll	2021-10-31 09:56:12	2021-10-31 09:56:12
10799965	ibo	Amara ihe nke ukwu na agaghịm eme ihe dị otua	Heppeng	2022-05-02 22:40:02	2022-05-02 22:40:02
11497845	ibo	Ị̀ na-asụ Bekee?	janTuki	2023-01-31 03:20:13	2023-01-31 03:20:33
13282294	ibo	Kedu onye nọ ebe ahụ?	NigerianSmiths	2025-06-16 02:58:07	2025-06-16 02:58:07
13282300	ibo	Ihe kasị enye nsogbu bụ nrụrụ aka nke ndị kasị mma.	NigerianSmiths	2025-06-16 03:01:37	2025-06-16 03:01:37
13282301	ibo	O nwere mmetụta dịpụrụ adịpụ site na nke e bu n'obi.	NigerianSmiths	2025-06-16 03:02:06	2025-06-16 03:02:06
13282303	ibo	Welie olu gị.	NigerianSmiths	2025-06-16 03:02:35	2025-06-16 03:02:35
13282307	ibo	N'ihi ya, ọ ga-amụta ihe niile na anyị nwere ike izute obere oge.	NigerianSmiths	2025-06-16 03:04:23	2025-06-16 03:04:23
13282314	ibo	Anyị ghọrọ enyi mgbe m nọ na Taiwan.	NigerianSmiths	2025-06-16 03:07:21	2025-06-16 03:07:30
13282316	ibo	Sami ahụbeghị Layla ruo mgbe ebighị ebi.	NigerianSmiths	2025-06-16 03:07:49	2025-06-16 03:07:49
13282317	ibo	Biko nyefee m mkpịsị akwụkwọ ahụ.	NigerianSmiths	2025-06-16 03:08:05	2025-06-16 03:08:05
13282319	ibo	Ee! Kedu aha gị?	NigerianSmiths	2025-06-16 03:13:35	2025-06-16 03:13:35
13288582	ibo	Gịnị ka njakịrị a pụtara?	NigerianSmiths	2025-06-19 13:14:29	2025-06-19 13:14:36
13293476	ibo	Idem ama enyek enye tutu enye efehe ọkpọn̄ ukot.	NigerianSmiths	2025-06-22 14:50:07	2025-06-22 14:50:07
