7368064	zgh	Inna Tom is ur sar yad inni ad issker ayann.
8089103	zgh	ⵓⴽⵍⴰⵍⵖ ⴰⴷ ⵉⵙⵉⵏⵖ ⵜⵉⴷⵜ.
8281139	zgh	ⴰⵔ ⴱⴷⴷⴰ ⵜⵜⵓⵔⴰⵔⵖ ⵜⵜⵉⵏⵉⵙ ⵢⴰⵍ ⴰⵙⵙ.
8281142	zgh	ⵢⴰⵏ ⴰⴽ ⵉⵏⵏⴰⵏ ⵉⵙ ⵔⴰⴷ ⴰⵊⵊⵖ ⵎⴰⵢⴰⵏⵏ.
8281143	zgh	ⴰⵃⴰⵏⵓ ⵏⵏⴰ ⴳ ⵏⵜⵜⵉⴷⵉⵔ ⴷⴰ ⴳⵉⵙ ⵜⴽⴽⴰⵜ ⵜⴼⵓⴽⵜ.
8281144	zgh	ⵣⵉⴽⴽ ⵙⵓⵍ ⴰⵢⴰ.
8281148	zgh	ⵉⵣⵡⴰⵔ ⴷ ⵙⵡⵉⵏⴳⵎ ⵙⴰⵡⵍ.
8281155	zgh	ⴰⵡⵉ ⵜⵜ ⴳ ⵜⵎⵓⵎⵉ ⵏⵏⴽ.
8281159	zgh	ⵉⵔⵡⴰⵙ ⵉⵙ ⵜⵖⵥⴰⵏⴷ.
8281160	zgh	ⵎⴰⵟⵍⵖ.
8281161	zgh	ⵎⴰ ⵜⵔⵉⴷ.
8281163	zgh	ⵉⵇⵇⴰⵏ ⴽ ⵉⴷ ⴰⴷ ⵜⴷⴷⵓⴷ.
8281165	zgh	ⴰⵔ ⵉⵢⵉ ⵜⵜⴱⴱⵉⵏⵜ ⵡⴰⵍⵍⵏ ⵉⵏⵓ.
8281167	zgh	ⵔⵉⵖ ⴰⴷ ⵉⵢⵉ ⵜⴻⵜⵜⵉⵔⵉⴷ.
8281169	zgh	ⴰⵏⴰⵥⵓⵕ ⵉⵅⴰⵜⵔⵏ ⴰⵢ ⵉⴳⴰ, ⵏⴳⴰ ⴰⴽⴽⵯ ⵉⵏⵃⵎⴰⵍⵏ ⵏⵏⵙ.
8281183	zgh	ⴰⵕⴷⵓⴳⴰⵏ ⴷ-ⵉⵏⵉⵖⵉ ⵏ ⵢⵉⵎⵉⵖ. ⵉⴼⵓⴽⴽ ⴰⴷ ⵉⵜⵜⵢⵉⵎⵉⵥ.
9029681	zgh	ⵡⴰⴷ ⴰⵢ ⵉⴳⴰⵏ ⴰⵏⵙⴰ ⵏⵏⵙⵏ.
9029682	zgh	ⴰⴱⵍⴰⴹ ⴰ ⴰⵙ ⵉⵜⵜⵡⴰⵏⵖⴰ ⵜⵓⵎ.
9029684	zgh	ⵉⵖⵔⴰ ⵜⵓⵎ ⵉ ⵎⴰⵔⵢⴰ ⴰⴷ ⵛⵛⵉⵏ ⵉⵎⵏⵙⵉ.
9029689	zgh	ⵇⵇⴰⴷ ⵉⵜⵜⵡⴰⵣⵎⵎⴰⵎ ⴳ ⵢⴰⵜ ⵜⵙⴰⵡⵔⵜ ⵏ ⵜⵥⵓⵕⵉ.
9029691	zgh	ⵉⵙ ⴷⴰⵔⴽ ⴽⵔⴰ ⵏ ⵜⵓⵙⵎⵉⵔⵜ ⴳ ⵜⵙⴰⵡⴰⵢⵜ?
9031619	zgh	ⵜⵜⵓⵙⵍⴰⵢⵖ ⴼⵍⵍⴰⵙ.
9492497	zgh	ⵙⵡⵉⵖ ⵢⴰⵜ ⵜⵎⴽⵉⵍⵜ ⵏ ⵓⵙⴽⴽⵉⴼ ⵉⵔⵖⴰⵏ
9492535	zgh	ⵉⴹⵕ ⴷ ⵉⵎⵉⴽⴽ ⵏ ⵓⵏⵥⴰⵕ ⵏⴷⵉⵡⴰⵙⵙ
9492544	zgh	ⵉⵙ ⵜⵙⵇⵙⴰⴷ ⴼ ⵓⴷⵍⵉⵙ ⵍⵍⵉ ⵏ ⵜⵓⵙⵏⴰⴽⵜ?
9715495	zgh	ⵖⵔⵉⵖ ⵜⵓⵣⵉⵏⵜ ⵏⵏⵙ ⵜⵓⴳⵜ ⵏ ⵜⵉⴽⴽⴰⵍ.
9715536	zgh	ⵉⵙⵙⵓⵔⴼ ⵉ ⵢⵉⵏⴱⴳⵉ ⴰⴷ ⵉⴽⵛⵎ ⵙ ⵜⴷⴷⵡⴰⵢⵔⵉⵜ.
9715540	zgh	ⵄⵡⵡⵍⵖ ⴼ ⵉⵅⵅⵣⵉⴷ.
9715542	zgh	ⵉⵍⵍⴰ ⴼⵍⵍⴰⴽ ⴰⴷ ⵜⵃⵙⵓⴷ ⵜⴰⵡⵉⵏⵙⵜ ⴰⴷ.
9715545	zgh	ⵏⵜⴰⵏ ⵉⴷⵔⵉⵎⵏ ⴰⵔ ⴷ ⵜⵜⵏⵚⵚⴰⴳⵏ.
9715548	zgh	ⵙⵙⵏⵏ ⴰⴽⴽⵯ ⵎⴷⴷⵏ ⵎⴰⵢⴰⵏⵏ.
9715549	zgh	ⵖⴰⵡⵍ
9715556	zgh	ⵉⴷⵍⵉⵙⵏ ⴽⴰ ⴷ ⴷⴰⵔⵉ ⵉⵍⵍⴰⵏ.
9715559	zgh	ⵉⵙ ⵙⵓⵍ ⵥⴹⴰⵕⵏⵜ ⴰⴷ ⵏⵏ ⵙⵙⴹⴼⵕⵏⵜ.
9723262	zgh	ⵉⵔⵖⴰ ⴱⴰⵀⵔⴰ ⵓⵏⵣⵡⵉ ⴰⵙⵙ ⴰⴷ.
9723267	zgh	ⵉⵙ ⵜⵃⵎⵍⴷ ⴰⴷ ⵜⴻⵜⵜⴷⴷⵓⴷ ⵙ ⵙⵙⵉⵏⵉⵎⴰ?
9723273	zgh	ⴰⵔ ⵜⵜⵍⵎⴰⴷⵏ ⵉⴷⵣⴰⵢⵔⵉⵢⵏ ⵜⴰⵎⴰⵣⵉⵖⵜ ⴳ ⵓⵙⵉⵏⴰⵏ.
9723277	zgh	ⵢⵓⵍⵙ ⵙⴰⵎⵉ ⵜⵓⵍⵉⵙⵜ ⵏ ⵜⵓⴷⵔⵜ ⵏⵏⵙ ⵉ ⵍⴰⵢⵍⴰ.
9723280	zgh	ⵉⵙⵙⵓⵙⵎ ⵉⵢⵉ ⴽⵉⵖ ⴰⴽ ⵉⵡⵙⵖ.
9723283	zgh	ⵉⵎⴰⵍⵍⴰⵢⵏ ⴰⴷ ⴰⴽⴽⵯ ⴳⴰⵏ.
9723285	zgh	ⵉⵙ ⴰⵔ ⵀⵍⵍⵉ ⵙⴽⴰⵔⵖ ⴰⵢⵍⵍⵉ ⵎⵉ ⵥⴹⴰⵕⵖ.
9723290	zgh	ⵜⵓⵜⵍⴰⵢⵜ ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ ⵏ ⵍⵎⵖⵔⵉⴱ.
9723295	zgh	ⵉⵙⵙⵓⵙⵎ ⵉⵢⵉ ⵍⵍⵉⴳ ⴷⴷⵉⵖ ⵙ ⵜⵎⴰⵣⵉⵔⵜ ⵏⵏⵖ.
9723300	zgh	ⵉⴼⴽⴰ ⵕⴱⴱⵉ ⵜⴰⵎⴰⵅⵉⵔⵜ ⴰⵙⴳⴳⵯⴰⵙ ⴰⴷ.
9723313	zgh	ⴰⵔ ⴰⵇⵇⵔⴰⵖ ⵢⴰⵜ ⵜⵎⵣⴳⵓⵏⵜ.
9723317	zgh	ⵉⵙⵎ ⵉⵢⵉ ⵜⵓⵎⴰⵙ, ⵎⴰⵛⴰ ⵜⵥⴹⴰⵕⴷ ⴰⴷ ⵉⵢⵉ ⵜⴰⵇⵇⵔⴰⴷ ⵙ ⵜⵓⵎ.
9723329	zgh	ⵜⵙⵖⴰ ⵉⵢⵉ ⴷ ⵉⵎⵎⵉ ⵢⴰⵜ ⵜⴽⴱⵔⵜ ⵜⴰⵎⴰⵢⵏⵓⵜ.
9723334	zgh	ⴰⵔ ⵓⴽⴰⵏ ⴼⵍⵍⴰⵙ ⵙⴰⵡⴰⵍⵖ ⵖⵉⵍⴰⴷ.
9723412	zgh	ⵜⵏⵚⴰⵕⵕⴰⴼ ⵜⴰⴼⴰⵜ ⵜⴳⵍⵍⵉⵏⵜ.
9723436	zgh	ⴼⵓⵎⵢⴰ, ⵖⵉⵍ ⵔⴰⴷ ⴰⴽ ⵏⵏ ⴼⴽⵖ ⵓⵟⵟⵓⵏ ⵏ ⵓⵙⴰⵡⴰⵍ ⵉⵏⵓ.
9723440	zgh	ⴰⵢⵍⵍⵉ ⵉⵢⵉ ⴷ ⵜⵓⵣⵏⵎⵜ, ⴽⴽⵙⵏ ⵜ.
9723446	zgh	ⵓⵔ ⵙⵙⵉⵏⵖ ⵜⴰⵙⵔⵖⵉⵏⵜ.
9727338	zgh	ⵊⴷⵔⵏ ⵉⵎⵟⵟⴰⵡⵏ ⵏⵏⴽ ⵓⵍ ⵉⵏⵓ.
9727363	zgh	ⵓⵙⵔⵖ ⴱⴰⵀⵔⴰ ⴽⵔⴰ ⵏ ⵜⵀⵉⵔⵉⵜ.
9727394	zgh	ⴰⵔ ⵉⴽⴽⴰⵜ ⵜⵓⵎ ⵜⴰⵖⴰⵏⵉⵎⵜ ⵎⵍⵉⵃ ⴼ ⵎⴰⵔⵉ.
9727524	zgh	ⵙⵉⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ⴰ ⵙ ⵉⵢⵉ ⵜⵓⴳⵔ
9727602	zgh	ⴰⴷ ⵏⵙⴼⵓⴳⵍⴰ.
9727603	zgh	ⵉⵙ ⴷⴰⵔⴽ ⴽⵔⴰ ⵏ ⵓⵎⵓⴽⵔⵉⵙ ⴳ ⵎⴰⵢⴰⵏⵏ.
9727612	zgh	ⴰⵡⴷ ⵏⴽⴽ ⴳⵉⵖ ⴰⵍⵉⵎⴰⵏⵉ.
9732260	zgh	ⵉⵙ ⵜⵓⴼⵉⴷ ⴰⴷ ⵉⵢⵉ ⵜⴰⵡⵙⴷ ⴰⴷ ⴰⴼⵖ ⵉⵍⵍⵉ
9732266	zgh	ⵏⴽⴽⵉ ⴳⵉⵖ ⴰⵎⴰⵣⵉⵖ
9732275	zgh	ⵏⴽⴽⵉ ⵅⵍⵉⵖ ⵙ ⵉⵎⵉⴽⴽ
9732277	zgh	ⴳⵉⵖ ⴰⵏⴰⴼⴰⵍ ⵢⴰⵏ ⵎⵉⴽⴽ
