3840164	oji	Bineshiinh ishpiming.
10720673	oji	Aaniish naa ezhiyaayin?
10720674	oji	Aniin!
10720675	oji	Bozhoo!
10720676	oji	Nminoyaa gwa.
10720677	oji	Kaawiin gwa nminoyaasii.
10720678	oji	Wegnesh ezhinkaazyin?
10720679	oji	Jack ndizhinikaaz.
10720703	oji	Aanii piish enjebayin?
10720717	oji	Mino gigizheb
10720718	oji	Mino giizhigad.
10720719	oji	Mino dibikad
10720720	oji	Giga-waabamin menawaa.
10720725	oji	Giga-waabamin naagaj.
10720726	oji	Baamaapii.
10720727	oji	Wiingezin!
10720728	oji	Miijidaa!
10720731	oji	Enh.
10720734	oji	Kaa.
10720735	oji	Gawiin.
10720737	oji	Ikidon miinawaa.
10720744	oji	Gdi-anishnaabem-na?
10720746	oji	Enh, ndi anishnabem bangii eta go.
10720747	oji	Aaniin minik?
10720748	oji	Daga.
10720749	oji	Miigwech.
10720750	oji	Chi-miigwech.
10720753	oji	Gi zah gin.
10720757	oji	Gizhaatemgat nangwaa.
10720762	oji	Ksinaamgat nangwaa.
10720766	oji	Ninoondezgade.
10720770	oji	Ginoondezgade na?
10720773	oji	Noondezgade.
10720780	oji	Aaniindi ezhaayin?
10720787	oji	Ambe daga wiijiiwishin.
12607672	oji	Awenen giin?
12607673	oji	Gisinaa.
12607674	oji	Nimanaaji aanaanig chiayaa aag.
12607676	oji	Weweni bizindan.
12607677	oji	Weweni ganawaabin.
12607684	oji	Niin Tom nindizhinikaaz.
12607693	oji	Ondaas.
12607696	oji	Tom nidishinikas.
12607698	oji	Nimo'aya!
12607703	oji	Aniin eshinikasoyan?
12607704	oji	Pooshoo. Aniin eshinikasoyan?
12607706	oji	Biindigen.
12607707	oji	Biindigen!
13332036	oji	Ninagam jiibaakweyaan.
13332094	oji	Bizaani-ayaan giiwoseyan.
13332126	oji	Nigaagiigid wiisiniyaan.
13332559	oji	Niwiisin wiisiniyaan.
13333211	oji	Niwaabamaag niizh waawaashkeshiwag.
13333237	oji	Giwaabamaa na a'aw gaazhagens.
13333260	oji	Niwaabamigoog igiweg ma'iinganag.
13333426	oji	Nigikenimaag igiweg Zhaaganaashag.
13333439	oji	Gigikenimaag ina ogoweg Wemitigoozhiwag.
13333454	oji	Nashke! Mashkode-bizhiki.
13334234	oji	Makadewaagamin makade-mashkikiwaaboo.
13334237	oji	Miskwaagamin mazhoominaaboo.
13334239	oji	Waabishkaagamin doodooshaaboo.
13334293	oji	Miskwaagamiiwi-zaaga'iganing indaa.
13334296	oji	Gaa-zagaskwaajimekaag indoonjibaa.
13334319	oji	Gimiwan ina.
13334320	oji	Gichi-zoogipon.
13334333	oji	Aaniin ezhiwebak agwajiing?
13334345	oji	Aaniin ezhinikaazod?
13334348	oji	Aaniin apii waa-izhaayan odaabaanikewigamigong?
13334351	oji	Awenen ayaakozid?
13334352	oji	Aaniindi wenjibaayan?
13334353	oji	Awenen a'aw gwiiwizens?
13334358	oji	Aaniin ezhichigeyaan?!
13334450	oji	Endaso-giizhig i'iw adaawewigamigong indizhaa.
13334533	oji	Ingii-kiiwose dibikong.
13334538	oji	Aakoziiwigamigong gii-izhaa bijiinaago.
13334586	oji	Wiisinidaa.
13334593	oji	Ataagewigamigong izhaadaa waabang.
13334658	oji	Niminikwen ishkodewaaboo.
13334763	oji	Niminikwen aniibiishaaboo.
13334897	oji	Indoojibwem.
13334905	oji	Gaawiin indoojibwemosii.
13334962	oji	Indoojibwew.
13334975	oji	Gaawiin indoojibwewisii. Nibwaaniw.
13334996	oji	Gaawiin naadowewisii. Ojibwewi.
13359467	oji	Niminwendaan nagamoyaan.
13359469	oji	Gaawiin niminwendanziin nagamoyaan.
13359472	oji	Niminwendaan nibaayaan.
13359473	oji	Gaawiin niminwendanziin nibaayaan.
13359476	oji	Niminwendaan jiibaakweyaan.
13359477	oji	Gaawiin niminwendanziin jiibaakweyaan.
13359478	oji	Niminwendaan wiisiniyaan.
13359479	oji	Gaawiin niminwendanziin wiisiniyaan.
13359483	oji	Niminwendaan agindaasoyaan.
13359485	oji	Gaawiin niminwendanziin agindaasoyaan.
13359488	oji	Niminwendaan ojibwemoyaan.
13359490	oji	Gaawiin niminwendanziin ojibwemoyaan.
13359494	oji	Niminwendaan i'iw odaabaan.
13359497	oji	Gaawiin niminwendanziin i'iw odaabaan.
13359503	oji	Niminwendaan i'iw waakaa'igan.
13359506	oji	Gaawiin niminwendanziin i'iw waakaa'igan.
13359511	oji	Niminawendaan i'iw zaaga'igan.
13359514	oji	Gaawiin niminwendanziin i'iw zaaga'igan.
13359525	oji	Giminwendaan ina bwaanimoyan.
13359529	oji	Giminwendaan ina nagamoyan.
13359530	oji	Giminwendaan ina indoodaabaan.
13359550	oji	Ominwendaan giiwosed.
13359551	oji	Gaawiin ominwendanziin giiwosed.
13359556	oji	Ominwendaan ina zhaaganaashiiwaki.
13359560	oji	Ominwendaan ataaged.
13359573	oji	Ominwendanziin ataaged.
13359580	oji	Ominwendaan ina gichi-mookomaan-aki.
