337818	que	Cafetachu tetachu munanki?	cwil	2009-11-08 05:39:11	2010-09-11 19:00:27
532200	que	Lliw runakunam paqarisqanchikmantapacha qispisqa kanchik, lliw chayaqinchikpipas kaqllataqmi sapakamanchikpa kanan. Yuyayniyuq kasqanchikraykum hawkalla aylluntinhina kawsayta atinanchik llapa runakunawan.	Wayra	2010-09-25 09:37:01	2017-07-23 06:46:55
773307	que	Warmiyuq kankichu?	marloncori	2011-02-28 03:55:29	2011-02-28 03:55:36
773308	que	Qusayuq kankichu?	marloncori	2011-02-28 03:55:55	2011-03-01 06:02:44
773309	que	Runas wasinman rin.	marloncori	2011-02-28 03:56:35	2011-02-28 03:56:45
773311	que	Unqusqa runa kani.	marloncori	2011-02-28 03:57:35	2011-02-28 03:57:49
773313	que	.Unqusqa runa kasani	marloncori	2011-02-28 03:58:28	2012-08-13 03:07:37
773315	que	Utkayta rimaptiyki, mana hapiyta yachanichu.	marloncori	2011-02-28 04:00:21	2011-02-28 04:00:21
773317	que	Samayta munasani.	marloncori	2011-02-28 04:01:37	2011-02-28 04:01:37
773318	que	Mikuyta munasani.	marloncori	2011-02-28 04:02:25	2011-02-28 16:03:11
773322	que	Mikuyta munankichu?	marloncori	2011-02-28 04:06:39	2011-03-01 05:58:57
773325	que	Yachakusani runasimita.	marloncori	2011-02-28 04:08:21	2011-02-28 04:08:21
773335	que	Payqa suni.	marloncori	2011-02-28 04:17:48	2011-02-28 04:17:48
773337	que	Paykunaqa hatun.	marloncori	2011-02-28 04:18:56	2011-02-28 04:19:05
773339	que	Paykunaqa suni kankuchu?	marloncori	2011-02-28 04:21:36	2011-02-28 04:21:36
773341	que	Unu kanchu?	marloncori	2011-02-28 04:22:13	2011-02-28 04:22:13
773343	que	Kuñi unu kanchu?	marloncori	2011-02-28 04:22:51	2011-02-28 04:22:51
773345	que	Kay runa Pidrum.	marloncori	2011-02-28 04:23:41	2011-02-28 04:23:41
773347	que	Chay runaqa Raulmi.	marloncori	2011-02-28 04:24:27	2011-02-28 04:24:27
773349	que	Kaynihpi huk mikhuy wasichu kan?	marloncori	2011-02-28 04:25:58	2011-02-28 04:25:58
773351	que	Pitaq chay runa?	marloncori	2011-02-28 04:27:15	2011-02-28 04:27:15
773352	que	Pitaq kay runa?	marloncori	2011-02-28 04:28:04	2011-02-28 04:28:04
773354	que	Maynintataq chay ñan rin?	marloncori	2011-02-28 04:28:48	2011-02-28 04:28:48
773356	que	Imataq kay?	marloncori	2011-02-28 04:30:23	2011-02-28 04:30:23
773357	que	Imataq chay?	marloncori	2011-02-28 04:30:58	2011-02-28 04:30:58
773358	que	Imataq hakay?	marloncori	2011-02-28 04:31:28	2011-02-28 04:31:28
773360	que	Imay urataq hamun?	marloncori	2011-02-28 04:32:29	2011-02-28 04:32:29
773364	que	Pitaq Pidru?	marloncori	2011-02-28 04:34:48	2011-02-28 04:34:48
773366	que	Maychika sibulla?	marloncori	2011-02-28 04:35:27	2011-02-28 04:35:27
773368	que	Pitaq kankichu?	marloncori	2011-02-28 04:37:40	2011-02-28 04:37:40
773375	que	Mana warmiyuq kanichu.	marloncori	2011-02-28 04:45:14	2011-02-28 04:45:14
773377	que	Arí, warmiyuq kani.	marloncori	2011-02-28 04:45:55	2011-02-28 04:45:55
773379	que	Warmakunayuq kankichu?	marloncori	2011-02-28 04:46:52	2011-02-28 04:46:52
773383	que	Hayka warmakunayuq kankichu?	marloncori	2011-02-28 04:52:37	2011-02-28 04:52:37
773384	que	Kamayuq kankichu?	marloncori	2011-02-28 04:53:30	2011-02-28 04:53:30
773386	que	Llaqtakamayuq kankichu?	marloncori	2011-02-28 04:54:29	2011-02-28 04:54:29
773388	que	Noqapaq wasiy kasan.	marloncori	2011-02-28 04:56:13	2011-02-28 05:25:23
773394	que	Mesay kapuwan.	marloncori	2011-02-28 04:58:52	2011-02-28 04:58:52
773396	que	Mesayki kanchu?	marloncori	2011-02-28 05:00:08	2011-02-28 05:00:08
773398	que	Tupananchis.	marloncori	2011-02-28 05:01:38	2011-02-28 05:01:38
773400	que	Tupananchiskama, Sayoko.	marloncori	2011-02-28 05:03:34	2011-02-28 05:03:34
773401	que	Rimaykullayki, John! Allillanchu?	marloncori	2011-02-28 05:08:55	2011-02-28 05:54:40
773402	que	Siskuq chakranpiqa rurushansi kiwña.	marloncori	2011-02-28 05:09:24	2011-02-28 05:09:24
773404	que	Runasimita ancha sumaqta rimasanki.	marloncori	2011-02-28 05:12:52	2011-02-28 05:12:52
773406	que	Bakayni kuruyan ukutinpi.	marloncori	2011-02-28 05:18:56	2011-02-28 05:18:56
773408	que	Qecha onqoywan kashani.	marloncori	2011-02-28 05:19:35	2011-03-01 05:56:27
773410	que	Tayta Wayllaqawaqa karpintirus.	marloncori	2011-02-28 05:20:51	2011-02-28 05:20:51
773412	que	Alqoqa qarita kachuran.	marloncori	2011-02-28 05:21:56	2011-02-28 05:21:56
773414	que	Alqo qaritaqa kachuran.	marloncori	2011-02-28 05:23:00	2011-02-28 05:23:00
