9845528	mus	Mvt owen mēcin omat, nake estomvtēt tē?
9845530	mus	Mēceko emonket, vkerrihcet omvs.
9845532	mus	Esvkērretskekon omat, toknawv oceccekos kicakin.
9845533	mus	Estonkot hiye-mahekis ometok owisen.
9845534	mus	Semvnolvlket owiēs
9845535	mus	Mvhayv tat ‘tont respoyen owat, yopvn vlahket vmvhayetv kowen, mvn.
9845537	mus	Momen ohrolopē hokkolē tuccēnat make cvrke tatē tat 'Ste-celokke vpakvtēt omēs.
9845538	mus	Mont nake rem ētv punvttv hompetv hervkat pvsaten hompaket kakvtēs.
9845539	mus	Estvmimvn naket enhēcken momēcet o̜hv̜?
9845540	mus	"Hompvs" kican cēpanat mv afke pvpetv emeyacekatēs.
9845541	mus	Naken cehocefkvt omv?
9845544	mus	Henryetta tvlofvn likiēt os.
9845545	mus	Tvlofvn vyetvn ceyacv?
9845546	mus	Hvtvm hompetv ceyacv?
9845547	mus	Miste hvtke tat hącuset omēs.
9845548	mus	Este semvnolvlket omat Ekvn fvsket vpeyet omvtēs.
9845549	mus	Nerē tat naket estokemahet omes.
9845550	mus	Cenokecvyēt owen owat mowen hiyowet cem aktepkē kowet.
9845551	mus	Mowen nak cvkihocat tis, vmapohicvhaneckat tvlkēs.
9845552	mus	Mēkusvpkv-cuko ’cēyeccen owat vfvnnake omekot; nak erkenvkv nak makat mvn pohet, mvn lvputket mvn vhēcet mvn liket... cele tis nekeyicē omekot.
9845553	mus	Estenlaksekot hvtą stenhorkopekot.
9845555	mus	Hiyowat mvnettvlke nake eyacaken omat ē hiyowet o; Nak elvpken, hiyowen ē vpokvkēt ont on, mowis.
9845556	mus	Naken oceccen owv, naken escemvniciēt tayv?
9845557	mus	Estimvt ’cetotemvtē, cerket onkat cem estvlket?
9845558	mus	Hvse orev̨lkv etohkvlketv owēt onkv, nettv tvcak ostat orat mvn hvse hvmkē orekv, mvn vhvn ‘ste-hvpo hayvyat mv noricvyēt o.
9845560	mus	Aepuculakat nak-sakkopvnkv ocēskot onkv, nak ’stowis ’sakkopanet, halo tis ‘sakkopanet owvkēt owemvts.
9845561	mus	Heyv estet vnhesset os.
9845562	mus	Esîket vyēpvtēs.
9845563	mus	Likepvranes.
9845564	mus	Efvt wohkvcoks.
9845565	mus	Hompetv cukot fvckēt ômvcoks.
9845566	mus	Yvhv lētkv cvhocefkvt os.
9845567	mus	Estvmin likecket omv?
9845569	mus	Estvmin vpokacket omv?
9845570	mus	Estvmimvn vpoket omacket omv?
9845571	mus	Tvkocat hompetvn ohfullen hêcis.
9845572	mus	Cvtkolē hakes.
9845573	mus	Hoktēt okat, 'corakkot lētkvcoks, ecken kicvtēs.
9845574	mus	Locv okat, fuswvt yvhikvcoks, makvtēs.
9845575	mus	Hotvlvlket omēs.
9845576	mus	Honvnwv kvtopokvn kvtopoyat vmvpēles.
9845577	mus	Cofonwv ohhompetv ohlomhat kvrkvpēcivnks.
9845578	mus	Yefolhohkat emmvyattēhcvkes.
9845582	mus	Honvnwv uewv hvtvm yacet owisen nvcomusēt uewvn owis.
9845584	mus	Vnliketvt os Brighton-et.
9845585	mus	Estvimt cemestvlket te?
9845586	mus	Naket cemvtotketvt omv?
9845587	mus	Emvhayvt omit omēs.
9845588	mus	Cemefv enhocefhokvt naket te?
9845591	mus	Naket omisv?
9845592	mus	Naket cemetvlwvt omv?
9845593	mus	Ēkvn-fvskē emeste catēn omikv, "etvlwv" mahoken ocakisen fuswvlket omis.
9845594	mus	Mv hayeckv pohet omēt omat cemvlostēt omv?
9845598	mus	Nake okhacet omaten maketv ceyacv?
9845599	mus	Heyv mvhakv cuko ofvn nak cokv sulket ocacken, este ohonayetvn eyacat nvcomusen ocackes ca.
9845601	mus	Pumfulletvn naket omvranv?
9845610	mus	Estimvn fotkat pohet omiyv?
9845611	mus	Cenkvnhetv komet onkv nake makaten emenhonreckekos komis.
9845616	mus	Elepvranes.
9845617	mus	Popvsvtkepvranet os.
9845618	mus	Cvtolaswvt vnhvsvfket omisen naken papako tayēs ca!
9845619	mus	Cerke tat enhēret arv?
9846510	mus	Heleswv hayvt omis.
9846511	mus	Honvnwvt omis.
9846512	mus	Hvo.
9846513	mus	Enkv.
9846514	mus	Cahtvlket omis.
9846515	mus	Kerris.
9846516	mus	Kerraks.
9846517	mus	Cvtkole hakes.
9846518	mus	Heyvt ecorakkot os.
9846521	mus	Mv vhvoke hvwecvs.
9846522	mus	Ecenokēciyēt os.
9846528	mus	Vmmahat liket omes.
9846531	mus	Estvmin cenliketvt tē?
9846532	mus	Nvcomieckv?
9846533	mus	Oskēt os.
9846535	mus	Estvmimvn ayecket omv?
9846539	mus	Momēn komaks.
9846540	mus	Svtvn hompet omis.
9846541	mus	Estvmimvn vtotkecket omv?
9846542	mus	Estonko?
9846543	mus	Estvmimvn vteckēt omv?
9846561	mus	Cahtvlket omeckv?
9846562	mus	Ilesvlket omaks.
9846563	mus	Ilesvlketokot omis.
9847432	mus	Hompetv cvyacēs.
9847433	mus	Cekvsvppēt tē?
9847434	mus	Naken hompeckv?
9847435	mus	Tom-ke yvhiket os.
9847437	mus	Hompetvn vpēyvkēts.
9847441	mus	Vcafvckēt omvnks.
9847442	mus	Vcafvckēt omvtēs.
9847443	mus	Cvcket tvlofvn ayet os.
9847445	mus	Wacet tvlofvn ayet os.
9847446	mus	Hompetvn nēset os.
9847448	mus	Honvnwvt tvlakon hompet os.
9847452	mus	Cvmososwvt cvhiwvn emapohicet os.
9847453	mus	Estvmimvn vhyeckv?
9847454	mus	Hompetvn cvyacekot os.
9847455	mus	Naken hompet ohmeckv?
9847456	mus	Naken homipeckv?
9847457	mus	Naken hompeckvrēt tē?
9847458	mus	Vpeswvn homparēs.
9847460	mus	Kerrepvt omeckv?
9847461	mus	Cokv hēcvt omeckv?
9847464	mus	Felance emopunvkvn opunayeckēt tayv?
9847466	mus	Wvcenv emopunvkvn opunayeckv?
9847468	mus	Honvnwv vculat liket os.
9847469	mus	Hoktē mvnettucat yvhiket os.
9851341	mus	Estvmimvn vhyecket omv?
9851342	mus	Estvmimvn ayecket ohmv?
9851344	mus	Etohkayetv-cuko ayeckvnks.
9851346	mus	Vcvnokēceckēt tē?
9851427	mus	Cvcvpakkē mahēt omiyvnks
9851435	mus	Vhvoken hvwēcvranet omis.
9852290	mus	Mucv nettv tat naket te?
9852292	mus	Mucv nettv tat ennvrkvpv ennettvt os.
9852386	mus	Mucv ohrolopē tat naket te?
9852468	mus	Vccetv estomat vholwvkēt tē?
9852496	mus	Heyomat fettvn oskēt os.
9852498	mus	Cvcket neskv-cukon ayet omv?
9852499	mus	Wace neskv-cukon ayv?
9852501	mus	Honvnwvt takliken homipes.
9852504	mus	Honvnwvt takliken homipet os.
9852505	mus	Honvnwvt takliken hompet ohmes.
9852510	mus	Mucv nettv tvlofvn ayeckv?
9852516	mus	Heyv hoktē tat vnlakises.
9852517	mus	Mēkot vmopunayet os.
9852525	mus	Eco-vpeswvn norihcis.
9852526	mus	'Corakko estvn arv?
9852537	mus	Estomen tvlofvn vpeyv?
9852538	mus	Heles-hayvt hoktvlwan hēcet os.
9852540	mus	Puse lvste pvfnen lētkes.
9852545	mus	Efv lvstat puse hvtkan hēces.
9852547	mus	Efv lvstē puse hvtkē hēces.
9852551	mus	Estomen yvnvsv hvtken hopoheckv?
9852595	mus	Cehēcvkat vnhēres.
9852604	mus	Cvcke ecustake nvcomen nehset omv?
9852608	mus	Estomen accvke tvlekme holattan okkoseckv?
9867515	mus	Estvmi'n vpokackv?
9867516	mus	Estvmimvn vpokacket omv?
9867517	mus	'Stvn vpokaccv?
9867518	mus	Estvmin cemvpoketvt te?
9867833	mus	Honvnwv owv hvtvm eyacet omîsen nvcomusēt owvn omîs.
9867860	mus	Vlicēcet ohmeckof, a̜yē mahvccvs.
9867875	mus	Vlicēhceckof a̜yē mahvs.
9868445	mus	Nake cehocefkvt owv?
