1897954	npi	तपाईं कहाँबाट हो?
1897956	npi	शुभ प्रभात!
1897961	npi	मैले बुझिन।
1897962	npi	लामो समयसम्म हराउनु भयो नी!
1897964	npi	बिस्तारै भन्नुस्।
2234719	npi	तपाईं कस्तो हुनुहुन्छ ?
2234721	npi	मलाई ठिक छ ।
2234723	npi	तपाईंलाई नि ?
2234725	npi	मलाई एक्दम थकाई लाग्यो ।
2234727	npi	यो चिज राम्रो छ ।
3307643	npi	एस्पेरान्तो, यूरोपेली संगठनको एउटा नयाँ भाषा, अहिलै!
3663284	npi	हामी भविष्य बदल्दै छौँ।
3686289	npi	यो पुस्तक हो।
3802790	npi	म ब्राजिलबाट हुँ।
3834316	npi	चरा आकाशमा छ।
3836149	npi	कमसेकम उसलाई पढ्न आउँछ​।
3836150	npi	मलाई अरु जस्तै साधारण मात्र बन्ने मन छ​।
3836158	npi	टमले गाउँदैन​।
3836161	npi	उसको रगत निलो छ​।
3836162	npi	तिमीलाई म साँच्चिकै अँध्यारो देखी डराउँछु जस्तो लाग्छ​?
3842962	npi	मलाई एउटा नयाँ कुकुर चाहियो।
3855210	npi	म पहेँलो गाडी मात्र किन्छु।
3870815	npi	के तिमीले चाहेको कुरा पायौ?
3870827	npi	त्यो उसको कला हो।
3870850	npi	टमले मलाई सेनामा लाग्न कर गरि रहेको छ।
3870881	npi	टम शरणार्थी हो।
3870888	npi	शरणार्थीहरू पुल मुनि लुकाए।
3923686	npi	आइतवार हप्ताको अन्तिम दिन हो।
3925479	npi	मलाई एउटा कुकुर चाहियो।
3925488	npi	म नेपाली पढ्छु।
3999410	npi	तपाई आमा लाई माया गर्नु हुन्छ?
4071940	npi	मसित व्याकरणको किताब छ​।
4268966	npi	बुर्ज खलिफा हाल संसारको सबैभन्दा अग्लो गगनचुम्बी भवन हो।
4889625	npi	म नेपाली बोल्दै छु।
4889638	npi	उनी केटी होईन​।
4917766	npi	के तपाईँले चाहेको कुरा पाउनुभयो?
5388659	npi	संसारको सबैभन्दा अग्लो हिमाल नेपालमा पर्दछ।
5388687	npi	मलाई नेपाल राम्रो लाग्छ।
5388688	npi	मलाई नेपाल घुम्न जान मन लाग्छ।
6402002	npi	म खाना खाइरहेको छु
7296449	npi	मेरो बुवा बुढो हुनुहुन्छ|
7296482	npi	के उनीहरुलाई गीत गाउन आउछ?
7296488	npi	मैले उनिहरूलाई घर बोलाए।
7296516	npi	म तिमीलाई एकदम माया गर्छु।
7298068	npi	मैले जांचमा मेरो नाम लेख्न बिर्सिए।
7298180	npi	म हरेक दिन अंग्रेजी पढाउँ छु ।
7298191	npi	बधाई छ !
7298206	npi	मलाई त्यति लामो कुर्नु मन छैन ।
7298219	npi	कृपया बिस्तारि बोल्नु होस् ।
7298244	npi	आजकाल को बच्चाहरु ठुलो मान्छेले भनेको मान्दैनन ।
7298249	npi	म लेख्न सक्दिन ।
7298264	npi	सिपाहीले लडाईमा जान इन्कार गर्यो ।
7298266	npi	मलाई किन यो पैसा दिएको ?
7298271	npi	तमले भन्यो कि उ आफु जन्मेको ठाउँमा फर्किनेछ ।
7298288	npi	येदि तमले आफ्नो काम सिध्यायो भने तिमीसंग फर्किनेछ ।
7298299	npi	येदि मेरीले आफ्नो काम सिध्यायो भने मसंग फर्किनेछ ।
7300993	npi	उनले ट्रेन छुताउने भयो ।
7301014	npi	स्यामीले कहिले पनि यस्तो गरेको छैन ।
7301780	npi	मलाई आज रुघा लागेको छ ।
7305892	npi	म खाँदै छु ।
7305894	npi	म ठिक छु ।
7305897	npi	उनि उसंग सुतिन् ।
7305927	npi	मैले बुझिन ।
7305936	npi	म ब्राजिलबाट हुँ ।
7306233	npi	त्यो राम्रो छ ।
7306234	npi	म सबैभन्दा धनी हुँ ।
7306245	npi	अब त खाना खाने बेला भैसक्यो ।
7306258	npi	उसले आफ्नो कपाल चिसो पानीले पखाल्यो ।
7306259	npi	उ रिसाएको छ ।
7306266	npi	तिमी एक्लै आएको कि साथीसंग आएको ?
7306268	npi	उ जवानमा धेरै लजालु थियो ।
7306270	npi	अब त फर्किने बेला भैसक्यो ।
7306273	npi	माफ पाऊ...
7306276	npi	किन ?
7306280	npi	गलत
7306282	npi	के ?
7306283	npi	निश्चित !
7306286	npi	शान्त !
7306289	npi	स्वागतम
7306291	npi	मर्यो ?
7306292	npi	बोल्दै
7306293	npi	मर्र
7306295	npi	साच्ची हो ?
7306296	npi	नमस्ते !
7306298	npi	कृपया
7306300	npi	गुहार !
7306306	npi	धन्यवाद !
7306312	npi	पागल !
7306317	npi	होइन
7306336	npi	हुन्छ
7306337	npi	लात हान्
7306370	npi	बबाल
7306371	npi	शानदार
7306373	npi	वाह !
7306375	npi	अविश्वसनीय !
7306376	npi	पक्कै पनि
7306377	npi	जाहिर छ
7306380	npi	स्वभावतः
7306383	npi	नन्सेन्स
7306385	npi	पढ
7306386	npi	सही
7306388	npi	अन्त्यमा !
7306391	npi	महान् !
7306393	npi	अद्भुत !
7306395	npi	उत्कृष्ट !
7306397	npi	अति उत्तम !
7306398	npi	हरामी
7306399	npi	पर्याप्त !
7306400	npi	छक्का
7306401	npi	बकवास !
7306402	npi	रोक् !
7306403	npi	भोको छौ ?
7306404	npi	बकवास
7306405	npi	अनावश्यक
7306409	npi	जे सुकै होस् !
7306411	npi	ध्यान दिनुहोस् !
7306413	npi	अलविदा !
7306415	npi	नमस्ते
7306416	npi	ओई
7950649	npi	घर रातो छ।
7959195	npi	म दूध पिउँदैछु।
7995956	npi	कछुवाको दाँत हुदैन ।
8723407	npi	पूस्ताकलायामा धेरै किताबहरु छन्।
8723408	npi	मेरो किताब यहाँ छैन।
