1434	I love you.	773544	Munayki.
1646	My name is Jack.	773467	Jack sutiy.
24512	How many children do you have?	773383	Hayka warmakunayuq kankichu?
29014	I'm staying at the Sheraton Hotel.	773470	Tiani hutilpi Sheraton sutin.
30307	Hello, John! How are you?	773401	Rimaykullayki, John! Allillanchu?
32975	How are you, Mike?	773460	Allillanchu, Mike?
32975	How are you, Mike?	773461	Imaynataq kasanki, Mike?
32975	How are you, Mike?	773462	Imaynallataq kasanki, Mike?
35570	Okay, let's go.	773580	Arí, haku!
35570	Okay, let's go.	773581	Arí, hakunchis!
37978	Where are you staying?	773469	Imapi tianki?
54013	Goodbye, Sayoko.	773400	Tupananchiskama, Sayoko.
62273	Would you like coffee or tea?	337818	Cafetachu tetachu munanki?
63898	I'm pleased to meet you.	2871449	Riqsinakuymanta anchatam kusikuni.
67951	Who is that man?	773351	Pitaq chay runa?
69058	Do you speak Japanese?	2871453	Nihun shimita rimankichu?
71715	Here he is!	2897918	Payqa kaypim!
73914	"How are you?" "I am fine, thank you."	2871446	"Imaynallam kachkanki?" "Allillanmi, añayki."
239217	The dog bit the man.	773412	Alqoqa qarita kachuran.
257272	I'm fine.	773463	Allillanmi.
257272	I'm fine.	773464	Allillanpuni kasani.
257272	I'm fine.	773465	Walehllanpuni kasani.
267744	I want to take a rest.	773317	Samayta munasani.
321497	Do you love me?	773575	Kuyawankichu?
338182	All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.	532200	Lliw runakunam paqarisqanchikmantapacha qispisqa kanchik, lliw chayaqinchikpipas kaqllataqmi sapakamanchikpa kanan. Yuyayniyuq kasqanchikraykum hawkalla aylluntinhina kawsayta atinanchik llapa runakunawan.
356200	Who are you?	773368	Pitaq kankichu?
360558	See you later!	773525	Huk ratukama!
370703	Where are you from?	773468	Imamantataq hamunki?
392210	What is this?	773356	Imataq kay?
408293	What's your name?	773466	Ima sutiyki?
409602	I am hungry.	3493776	Yarqawachkan.
413058	Are you married?	773307	Warmiyuq kankichu?
413058	Are you married?	773308	Qusayuq kankichu?
434570	Do you have children?	773379	Warmakunayuq kankichu?
464592	What is that?	773357	Imataq chay?
497969	See you tomorrow.	773527	Paqarinkama.
497969	See you tomorrow.	773528	Qhayakama.
499617	Nice to meet you.	773541	Kusikusani reqsisuspay.
758863	"How old are you?" "I'm 16 years old."	2871438	"Hayk'a watayuqmi kanki?" "Chunka suqtayuq watayuqmi kani."
758863	"How old are you?" "I'm 16 years old."	2871440	"Hayk'a watayuqmi kanki?" "16 watayuqmi kani."
773310	It is said that the man goes to his house.	773309	Runas wasinman rin.
773312	I am a man that is always sick.	773311	Unqusqa runa kani.
773314	I am sick only now.	773313	.Unqusqa runa kasani
773316	If you speak too fast, I will not be able to understand.	773315	Utkayta rimaptiyki, mana hapiyta yachanichu.
773320	I like to eat.	773318	Mikuyta munasani.
773323	Do you want to eat?	773322	Mikuyta munankichu?
773326	I am learning Quechua.	773325	Yachakusani runasimita.
773336	He is tall.	773335	Payqa suni.
773338	They are big.	773337	Paykunaqa hatun.
773340	Are they tall?	773339	Paykunaqa suni kankuchu?
773342	Is there water?	773341	Unu kanchu?
773344	Is there hot water?	773343	Kuñi unu kanchu?
773346	This man is Pedro.	773345	Kay runa Pidrum.
773348	That man is Raul.	773347	Chay runaqa Raulmi.
773350	Is there a restaurant around here?	773349	Kaynihpi huk mikhuy wasichu kan?
773353	Who is this man?	773352	Pitaq kay runa?
773355	Through what does this road go?	773354	Maynintataq chay ñan rin?
773359	What is that over there?	773358	Imataq hakay?
773361	When does he come?	773360	Imay urataq hamun?
773365	Who is Pedro?	773364	Pitaq Pidru?
773367	How many onions?	773366	Maychika sibulla?
773376	I have no wife.	773375	Mana warmiyuq kanichu.
773378	Yes, I am married.	773377	Arí, warmiyuq kani.
773385	Are you the boss?	773384	Kamayuq kankichu?
773387	Are you the mayor?	773386	Llaqtakamayuq kankichu?
773390	I have a house.	773388	Noqapaq wasiy kasan.
773395	I have a table.	773394	Mesay kapuwan.
773397	Do you have a table?	773396	Mesayki kanchu?
773399	We will come together.	773398	Tupananchis.
773403	I've heard barley is yielding fruit in Sisku's field.	773402	Siskuq chakranpiqa rurushansi kiwña.
773405	You speak very beautiful Quechua.	773404	Runasimita ancha sumaqta rimasanki.
773407	My cow has worms in its anus.	773406	Bakayni kuruyan ukutinpi.
