3081441	haw	ʻElua aʻu pōpoki.	RoyalBee	2014-03-07 15:28:14	2019-10-07 15:37:16
3083402	haw	Maka ka palaoa.	\N	2014-03-08 13:20:10	2016-01-17 12:04:35
3083405	haw	ʻAʻole maka ka palaoa.	\N	2014-03-08 13:22:50	2016-01-17 12:13:16
3083409	haw	He wahine au.	RoyalBee	2014-03-08 13:24:42	2019-10-07 15:37:13
3083413	haw	He kaikamahine au.	RoyalBee	2014-03-08 13:25:25	2019-10-07 15:37:12
3083415	haw	He kāne mea wahine au.	\N	2014-03-08 13:27:13	2016-01-17 12:13:06
3083416	haw	He kanaka au.	RoyalBee	2014-03-08 13:28:18	2019-10-07 15:37:08
3083426	haw	He pōpoki au.	\N	2014-03-08 13:40:21	2016-01-17 12:12:34
3083770	haw	Nui kēia ʻīlio.	\N	2014-03-08 16:31:24	2016-01-17 12:12:32
3083772	haw	Keʻokeʻo kēia ʻīlio.	\N	2014-03-08 16:32:22	2016-01-17 12:12:28
3083777	haw	Momona loa kēia pōpoki.	\N	2014-03-08 16:34:29	2016-01-17 12:12:26
3083785	haw	He haumāna au.	\N	2014-03-08 16:39:55	2016-01-17 12:12:22
3083789	haw	He ʻāpala ʻōmaʻomaʻo kēia.	\N	2014-03-08 16:41:13	2016-01-17 12:14:25
3083798	haw	He kula kēia.	\N	2014-03-08 16:46:01	2016-01-17 12:13:57
3084055	haw	Ke ʻai nei ʻoe.	\N	2014-03-08 20:22:41	2016-01-17 12:13:55
3084063	haw	He haumāna ʻo ia.	\N	2014-03-08 20:25:37	2016-01-17 12:14:00
3084069	haw	He ʻāpala kēia.	\N	2014-03-08 20:26:42	2016-01-17 12:14:02
3084079	haw	ʻAʻole au makemake e hele i ke kula.	\N	2014-03-08 20:32:49	2016-01-17 12:14:18
3084104	haw	He pea kēia.	\N	2014-03-08 20:41:11	2016-01-17 12:14:20
3084112	haw	Maka kēia hua.	\N	2014-03-08 20:45:04	2016-01-17 12:14:27
3084113	haw	Maka kēia kūlina.	\N	2014-03-08 20:46:02	2016-01-17 12:14:31
3084115	haw	ʻAʻole au he kumu.	\N	2014-03-08 20:47:52	2016-01-17 12:14:34
3084120	haw	ʻAʻole au he kauka.	\N	2014-03-08 20:49:03	2016-01-17 12:16:12
3084127	haw	Huikau au.	\N	2014-03-08 20:52:03	2016-01-17 12:16:10
3084146	haw	Makemake au e hele i ke kulanui.	\N	2014-03-08 20:59:19	2016-01-17 12:16:07
3084149	haw	Makemake au e hele i Kioko.	Objectivesea	2014-03-08 20:59:58	2016-05-01 09:13:20
3084167	haw	Makemake au e hele i ʻAukekulelia me koʻu ʻohana.	Objectivesea	2014-03-08 21:04:59	2016-05-01 09:12:12
3084754	haw	ʻŌmaʻomaʻo kēia puke.	\N	2014-03-09 09:13:21	2016-01-17 12:15:29
3084758	haw	ʻAʻole ʻōmaʻomaʻo ka ʻāpala.	\N	2014-03-09 09:15:36	2016-01-17 12:15:26
3084761	haw	ʻAʻole ʻula kēia ʻāpala.	\N	2014-03-09 09:16:54	2016-01-17 12:15:24
3084763	haw	He ʻalani kēia.	\N	2014-03-09 09:20:10	2016-01-17 12:14:48
3085026	haw	Makemake au e aʻo i ka ʻōlelo Hawaiʻi.	\N	2014-03-09 11:43:48	2016-01-17 12:14:46
3085027	haw	ʻAʻole au akamai.	\N	2014-03-09 11:44:27	2016-01-17 12:16:27
3085031	haw	Liʻiliʻi ka penikala.	\N	2014-03-09 11:46:46	2016-01-17 12:16:29
3085036	haw	Loloa ke kaʻa ʻōhua.	\N	2014-03-09 11:50:10	2016-01-17 12:16:30
3085787	haw	Noho au ma Honolulu.	\N	2014-03-09 17:52:47	2016-01-17 12:21:56
3085789	haw	ʻImi ʻo ia he hōkele.	\N	2014-03-09 17:54:19	2016-01-17 12:21:59
3085794	haw	E ʻike ʻoe nā haumāna.	\N	2014-03-09 17:56:14	2016-01-17 12:22:00
3085799	haw	Ke hele nei au ma he hale kūʻai.	Objectivesea	2014-03-09 17:59:36	2016-05-01 09:18:02
3154476	haw	ʻAʻole ʻoe he wahine.	\N	2014-04-06 10:58:23	2016-01-17 12:22:06
3154477	haw	ʻAʻole ʻoe he kāne.	\N	2014-04-06 10:58:36	2016-01-17 12:22:08
3154481	haw	Nani ke kaikamahine.	\N	2014-04-06 11:01:08	2016-01-17 12:22:12
3154491	haw	He haumāna maikaʻi ʻo ia.	\N	2014-04-06 11:03:37	2016-01-17 12:23:26
3154586	haw	He noho ʻo ia.	\N	2014-04-06 11:41:13	2016-01-17 12:23:24
3154590	haw	He manu ʻo ia.	\N	2014-04-06 11:41:59	2016-01-17 12:23:21
3154598	haw	ʻAʻole keʻokeʻo ka lio.	\N	2014-04-06 11:46:18	2016-01-17 12:23:18
3154601	haw	He manu ʻo ia?	\N	2014-04-06 11:47:35	2016-01-17 12:23:16
3154605	haw	He noho ʻo ia?	\N	2014-04-06 11:47:54	2016-01-17 12:23:14
3154615	haw	He wilikī au.	\N	2014-04-06 12:30:57	2016-01-17 12:23:10
3154617	haw	He wilikī ʻoe.	\N	2014-04-06 12:31:17	2016-01-17 12:23:05
3154626	haw	ʻO au ke kumu.	\N	2014-04-06 12:33:54	2016-01-17 12:23:07
3154780	haw	E hele mai au.	\N	2014-04-06 12:38:03	2016-01-17 12:23:01
3154909	haw	E hele au.	\N	2014-04-06 12:39:43	2016-01-17 12:24:59
3154911	haw	I hele au ma ka panakō.	Objectivesea	2014-04-06 12:41:17	2016-05-01 09:14:43
3155219	haw	ʻAʻole au pōloli.	\N	2014-04-06 14:11:41	2016-01-17 12:25:05
3155244	haw	Hana nā kaikamahine.	\N	2014-04-06 14:13:51	2016-01-17 12:25:11
3155249	haw	Ke kālai nei ke keiki.	\N	2014-04-06 14:16:16	2016-01-17 12:25:09
3155270	haw	Hīmeni ʻo Pua.	\N	2014-04-06 14:19:55	2016-01-17 12:25:16
