913650	oci	Pensi, per consequéncia soi.
1016065	oci	N'avètz en rotge ?
1016067	oci	Lo tornarèi aperar mei tard.
1016068	oci	Podi aver un pauc d'aiga, vos prègui ?
1016071	oci	Cridèc "ajuda" a hauta votz.
1016072	oci	Lo sol accès au vilatge ei peu riu.
1034008	oci	Es la mea question.
1034014	oci	Tot çò que vos cal far, es aténguer.
1034025	oci	Ela es mei fina que non pas el.
1034029	oci	Pr'amor avètz ensajat de vos escapar ?
1034035	oci	As la ruca ?
1034042	oci	Avètz dejà pres vòstras potingas ?
1034051	oci	Degun arriba pas de bolegar la gròssa caisha.
1034055	oci	Lo gojat a set.
1034063	oci	Ma vila nadau es fòrça polida.
1034069	oci	Va tot dret per aquela carrèra.
1034073	oci	N'as pas vist arrén.
1034079	oci	Se cambias 48 oras en minutas, quantas minutas aquò te fa ?
1034086	oci	Totis los dròlles n'aiman pas las pomas.
1034088	oci	Anèm adara !
1034097	oci	Te balharèi un bon conselh.
1034139	oci	Pas nat òmi los pòt pas conéisher, pas nat caçaire neus pòt pas tirar dessús dab prova o plom - Las pensadas son liuras !
1034146	oci	Avisatz vos ! Es dangerós de miar bandat.
1034153	oci	Aqueste film conveng aus dròlles.
1034160	oci	Quants pennies te cal per far una liura ?
1034164	oci	N'èra pas qu'una tintèna.
1034177	oci	En tot léger se pòt aprénguer fòrça mots.
1034182	oci	Se moriscó d'un càncer.
1034183	oci	Se moriscó d'un maishant mau.
1034187	oci	Quant de temps la tempèsta va durar ?
1034192	oci	Deverés te guardar las trunas de valor dins un lòc segur.
1034197	oci	Un jorn de mei qu'es passat.
1034201	oci	Ès mei grand que jo.
1034205	oci	Sa mair l'acompanha tostemps.
1034207	oci	Sèm demorats a casa pr'amor que plavèva.
1034210	oci	Supausi qu'as talent.
1034212	oci	Podi me n'anar adara ?
1034217	oci	Nos a calgut repossar l'amassada pr'amor de la pluèja.
1034219	oci	Dimenge es lo darrèr jorn de la setmana.
1034221	oci	M'an panat l'aparelh fòto dins lo trin.
1034222	oci	Pervéses d'anar a l'estrangèr ?
1034229	oci	T'interessas a las flors ?
1034232	oci	Costarà haut o baish cent mila iens.
1034236	oci	As fait al tenis ier ?
1034240	oci	Parla-me de ton projècte.
1034244	oci	Soi solet.
1034249	oci	Es un drollet intelligent.
1034265	oci	Lo ton debaish a un trauc.
1034269	oci	Los corses a l'escòla coménçan a ueit oras e mieja.
1034274	oci	Ditz-me lo subjècte de vòste projècte.
1034276	oci	Vòste projècte qu'es cabussader.
1034278	oci	Èro fòrça cansat aneit.
1034279	oci	T'aimi.
1034282	oci	Ta conclusion es fòrça discutibla.
1034285	oci	M'agradaré d'anar un jorn en America.
1034287	oci	I a fòrça vertat dins çò que dises.
1034292	oci	Me podi pas maginar çò que dises.
1034294	oci	Çò que disetz n'a pas cap sens.
1034295	oci	Me cal l'ajudar.
1034296	oci	Los pairs escotan.
1034299	oci	Çò que dises n'a pas cap sens.
1034301	oci	Deisha la cramba en òrdi.
1034304	oci	A una bicicleta.
1034305	oci	A uns amics dins aquela vila.
1034308	oci	A una bicileta.
1034316	oci	Mon passatemps es tocar lo piano.
1034317	oci	Sénher Smith es sensible a aqueste mena de critica.
1034438	oci	Pr'amor s'ès lhevat tan de d'ora ?
1034439	oci	Soi mei pichon que vosautes.
1034440	oci	Èi apelat lo men filh abans de pujar dins l'avion per li díser de me vénguer quérrer a l'aeropòrt.
1034442	oci	Lo president es de costuma acompanhat per sa femna quan se'n va a l'estrangèr.
1034443	oci	La sola causa que podèm far, es aténguer la polícia.
1034444	oci	Pr'amor as fèit aquò ?
1034445	oci	Ela pòt nadar tan viste com son fraire.
1034447	oci	Ne sabi pas quan va vénguer aquí.
1034449	oci	I a quicòm que truca a sa calculadera.
1034450	oci	Lo grop èra compausat de regents e d'estudiants.
1034451	oci	Com es lo temps per aquiu ?
1034452	oci	Totas las fuèlhas de l'àrber son vengudas jaunas.
1034453	oci	Bevi lo café solament shens de sucre.
1034454	oci	"Com se passa ?" "Fòrça plan. Lo revengut e lo profièit pujan regularament."
1034455	oci	Èi una dolor au piech.
1034456	oci	Lo cors d'aleman comença lo 5 d'octobre.
1034457	oci	Va vénguer fòrça mei caud en març.
1034458	oci	Que sia fèit de tira.
1034459	oci	Soi urós que pòditz vénguer. Vos pregui, siitz com a casa.
1034460	oci	De qué fas ?
1034462	oci	Òc, vos pregui.
1034463	oci	L'avèm vist.
1034465	oci	Mon paire demora e trabalha a Tòquio.
1034466	oci	Soi maridada.
1034467	oci	Cau 10 minutas per anar a la gara.
1034469	oci	L'èi apelat, mès la linha èra encuentada.
1034470	oci	Se son maridats la devarada passada.
1034471	oci	As espiat lo film de vaquèr anueit ?
1034473	oci	Se botas mei fuèlhas de tè dins lo topinòt, lo tè aurà un gost melhor.
1034489	oci	Me cau l'ajudar.
1034491	oci	Èi convinçut lo John de se far véser pel mètge.
1034492	oci	Luenh dels ueilhs, luenh del còr.
1034493	oci	N'a pas podut lo convéncer de tornar a casa.
1034495	oci	Après la guèrra, la Bretanha Grana avèva fòrça colonias.
1034497	oci	S'es exprimit d'un biais clar.
1034499	oci	La campana de la glèisa abança de tres minutas de mei cada setmana.
1034500	oci	Per malastre, devèvi me lhevar fòrça de d'ora cada matin.
1034501	oci	Neurissem tres crabas.
1034502	oci	A agut astre de tornar trobar lo líber qu'avèva perdut.
1034503	oci	Am ausit lo gojat qui tutava lo vriulon.
1034504	oci	Soi pas jamei estat en çò de l'oncle.
1034505	oci	Lo cantaire n'es pas conegut sonque au Japon, mès tamben en Euròpa.
1034506	oci	Èri al cinèma.
1034509	oci	Son esparvolats e n'an pas encara consciéncia del dangèr.
1034512	oci	La màfia utiliza gasanhas legaus coma paréisher.
1034513	oci	De fèit, n'a pas remarcat la diferença.
1034514	oci	Crompa urgentament las causas necessàrias.
1034518	oci	Dejuni a set oras.
1034519	oci	Un cò solet, plorè de tot son còr.
1034523	oci	A un gat blanc.
1034524	oci	Aimi l'occitan.
1034525	oci	L'occitan m'agrada.
1034528	oci	Se vòs estar liure, destrusís ton finestron.
1034534	oci	Demori au Japon.
1034538	oci	Aqueste bus va a Minsk.
1034539	oci	Dejos la taula i a una poma.
1034543	oci	Mingi una poma.
1034545	oci	Sus la taula i a una poma.
1034546	oci	Aquestas pomas son bèlas.
1034548	oci	Torna lèu.
1034550	oci	Los a cercat cinc oras.
1034552	oci	Èra una nueit escura, shens de luna.
1034662	oci	Èi decidit de li díser que l'aimi.
1034663	oci	N'èi pas vist res.
1034664	oci	Sons uelhs escurs m'agradan.
1034666	oci	Ne t'aveja pas de far cada jorn la medisha causa ?
1034668	oci	Arribava au moment quan nos n'anavam.
1034670	oci	Lo pan se fa cóser dins un forn.
1034671	oci	Pòrta-me un veire d'aiga.
1034672	oci	Pòrta-me un tròç de greda.
1034673	oci	Podi charrar amb lo Pèir ?
1034676	oci	La cinta de securitat serví pas a res. N'a pas jamei sauvat la vida d'un chinés au volan ! Bon, cau díser que se la botan pas ...
1034677	oci	Pòrta-me dus tròces de greda.
1034678	oci	Ne vesoi pas arren.
1034679	oci	Es l'ómi qu'as encontrat l'aute jorn.
1034680	oci	Lo dimenge ne soi pas jamei a casa.
1034681	oci	N'èi pas nat gat.
1034682	oci	Estó alebat mentre la batalha.
1034683	oci	Sèm desolat de vos poder pas ajudar.
1034685	oci	Ela me manca tant.
1034687	oci	L'espòrt nos manteng en fòrma.
1034688	oci	N'i a pas cap sabon.
1034689	oci	La prima es passada e l'estiu comença.
1034690	oci	As dinèrs ?
1034695	oci	Lo Nicolau rajava mentre l'Angèla se plapava las mans amb lo carbon.
1034698	oci	N'èi gaireben pas nada moneda amb jo.
1034699	oci	N'encapegi pas l'esculptura modèrna.
1034702	oci	Vau melhor que me lo disis adara.
1034703	oci	Dins lo zoo i a tamben orses bruns.
1034705	oci	Èi estat forçat d'estudiar l'espanhòu.
1034706	oci	Los italians bévon pas jamei cafè.
1034708	oci	Contra la peguessa n'i a pas nada potinga.
1034709	oci	Lo Sénher Johnson es aquí ?
1034710	oci	Aquò ne va pas far mau.
1034711	oci	Lo venguerèi quérrer a conc oras.
1034712	oci	Aprengui de picar a la maquina.
1034713	oci	Com s'èra estancat de plàver, se n'anè passejar.
1034715	oci	Èi pervist d'anar deman a Hokkaido.
1034716	oci	Se maridè aquela femna.
1034717	oci	Estó sonque per astre se ganhè lo jòc.
1034718	oci	Joan s'amanejava tant que n'avèva pas cap temps per parlar.
1034719	oci	Que cadoc au varat.
1034721	oci	Podi aver vostre nom ?
1034722	oci	Fa-me plaser e escriu aquela dissertacion per ieu.
1034723	oci	Vaquí un present per ton aniversari.
1034724	oci	Lo sorelh que capbussèc darrèr lo pè deu cèu e se hascoc escur.
1034725	oci	Soi contra la guèrra.
1034726	oci	Soi pas acostumat de'm lhevar de d'ora.
1034727	oci	Sembra estar amorosa de mon fraire.
1034728	oci	Adara, es fotut.
1034729	oci	Los dròlles se n'anèn jogar defòra.
1034730	oci	Es lo perqué de sa mauescaduda.
1034731	oci	Espèri qu'aquò te va agradar.
1034732	oci	Espèri qu'aquò va vos agradar.
1034733	oci	Era tuta la guitarra.
1034734	oci	M'agradaré d'estar ric.
1034735	oci	Èi besonh d'un bon parelh de clucas de sorelh.
1034736	oci	Te pregui, ne m'interomp pas quan parli.
1034737	oci	La Jana qu'es mei escairida que non pas la Susana.
1034738	oci	Sèm los sons filhs.
1034740	oci	Que'm ahidèi ad eth.
1034743	oci	L'òmi que sautèc per dessús l'arriulet.
1034747	oci	Èi l'impression de l'aver dejà incontrada en quauque endret.
1034748	oci	Quan ès arribat ?
1034751	oci	Torna me balhar la benda deman, te pregui.
1034752	oci	Per la fin que toquèm la nòsta tòca.
1034753	oci	Sembras fòrça cansat.
1034756	oci	Me lavèi los caishaus, me pientèi los pèus.
1034758	oci	Fai tot çò que ditz.
1034761	oci	Com es lo temps uei ?
1034762	oci	As un tindarèl ?
1034763	oci	Atz un tindarèl ?
1035459	oci	Vertadierament ne sabes pas nadar ?
1035462	oci	Desbromba d'atupar la lutz.
1035467	oci	Trobèc las soas claus e dobriscoc la pòrta.
1035471	oci	Tribalhi tota la jornada e totun podi pas progesaar.
1035475	oci	Un òmi viu pas sonque la soa vida personau com individu, mès tamben conscientament o inconscientament, la vida de la soa epòca e deus sons contemporanèus.
1035510	oci	Es possible de prénguer una naveta de l'aeropòrt a l'ostalaria ?
1035516	oci	La veitura de Jack es un modèle recent.
1035519	oci	Èi besonh d'ajuda medicau, s'agís d'un cas extrème.
1035521	oci	Aquò es la vida.
1035523	oci	Cerquè un endret per dromir.
1035524	oci	Nos cau estar prèsts per tota escadença.
1035526	oci	Fa nueit mès dormi pas.
1035530	oci	Mon gat a gahat una ensorelhada.
1035531	oci	Espièm longament las possibilitats.
1035533	oci	La curiositat es mei fòrta que non pas la prudéncia.
1035534	oci	DEverés dormir.
1035537	oci	Aquela flor es la mei bèla de totas las flors.
1035538	oci	Benlèu deman va nevar.
1035539	oci	Soi segur.
1035541	oci	Com t'apèlas ?
1035542	oci	Fuma pas.
1035543	oci	Totas las lampas son pas magicas.
1035545	oci	Creses, tu, aus fantaumas ?
1035546	oci	Es un tè deus fòrça bons.
1035548	oci	Aqueste tè es fòrça bon.
1035550	oci	Am besonh d'aquests dinèrs.
1035551	oci	Benlèu una tassa de cafè caud ?
1035553	oci	Sabi pas aquò.
1035554	oci	Com podi saber ?
1035556	oci	Aquò es un tè negre fòrça bon.
1035559	oci	Los estius son fòrça cauds a Quiòto.
1035561	oci	Èra una bona idèia de crear Tatoeba.
1035563	oci	A Elèna tamben l'agrada far au tenis.
1035564	oci	Volerí que sias venguda amb ieu.
