337818	que	Cafetachu tetachu munanki?
532200	que	Lliw runakunam paqarisqanchikmantapacha qispisqa kanchik, lliw chayaqinchikpipas kaqllataqmi sapakamanchikpa kanan. Yuyayniyuq kasqanchikraykum hawkalla aylluntinhina kawsayta atinanchik llapa runakunawan.
773307	que	Warmiyuq kankichu?
773308	que	Qusayuq kankichu?
773309	que	Runas wasinman rin.
773311	que	Unqusqa runa kani.
773313	que	.Unqusqa runa kasani
773315	que	Utkayta rimaptiyki, mana hapiyta yachanichu.
773317	que	Samayta munasani.
773318	que	Mikuyta munasani.
773322	que	Mikuyta munankichu?
773325	que	Yachakusani runasimita.
773335	que	Payqa suni.
773337	que	Paykunaqa hatun.
773339	que	Paykunaqa suni kankuchu?
773341	que	Unu kanchu?
773343	que	Kuñi unu kanchu?
773345	que	Kay runa Pidrum.
773347	que	Chay runaqa Raulmi.
773349	que	Kaynihpi huk mikhuy wasichu kan?
773351	que	Pitaq chay runa?
773352	que	Pitaq kay runa?
773354	que	Maynintataq chay ñan rin?
773356	que	Imataq kay?
773357	que	Imataq chay?
773358	que	Imataq hakay?
773360	que	Imay urataq hamun?
773364	que	Pitaq Pidru?
773366	que	Maychika sibulla?
773368	que	Pitaq kankichu?
773375	que	Mana warmiyuq kanichu.
773377	que	Arí, warmiyuq kani.
773379	que	Warmakunayuq kankichu?
773383	que	Hayka warmakunayuq kankichu?
773384	que	Kamayuq kankichu?
773386	que	Llaqtakamayuq kankichu?
773388	que	Noqapaq wasiy kasan.
773394	que	Mesay kapuwan.
773396	que	Mesayki kanchu?
773398	que	Tupananchis.
773400	que	Tupananchiskama, Sayoko.
773401	que	Rimaykullayki, John! Allillanchu?
773402	que	Siskuq chakranpiqa rurushansi kiwña.
773404	que	Runasimita ancha sumaqta rimasanki.
773406	que	Bakayni kuruyan ukutinpi.
773408	que	Qecha onqoywan kashani.
773410	que	Tayta Wayllaqawaqa karpintirus.
773412	que	Alqoqa qarita kachuran.
773414	que	Alqo qaritaqa kachuran.
773416	que	Noqapaq hatun wasiy kasan.
773418	que	Noqapaq wasikunatay kasan.
773420	que	Noqapaq hatun wasikunatay kasan.
773422	que	Chay wasiykichu?
773424	que	Arí, chayqa wasiy.
773426	que	Chayqa, mana wasiychu kan.
773428	que	Llamachu?
773430	que	Mana qamwan riyta munasanichu.
773432	que	Mana qamwanchu riyta munasani.
773434	que	Ustadus Unidusmanta hamusankichu?
773436	que	Mana, noqaqa mana Ustadus Unidusmanta hamusanichu.
773438	que	Holandamanta hamusani.
773440	que	Wasiymanta hamusani.
773442	que	Noqaqa mana wasiymanta hamusanichu.
773444	que	Munasani wasiyta.
773446	que	Haku wasiyta!
773448	que	Wasiykiman risani.
773449	que	Mana wasiykiman risanichu.
773452	que	Noqaqa waiyman risani.
773454	que	Wasinchisman risun.
773456	que	Rimaspay runasimita warma hina kasani.
773458	que	Tapuykuykimanchu? Allichu, allillanmanta rimaykuychis!
773460	que	Allillanchu, Mike?
773461	que	Imaynataq kasanki, Mike?
773462	que	Imaynallataq kasanki, Mike?
773463	que	Allillanmi.
773464	que	Allillanpuni kasani.
773465	que	Walehllanpuni kasani.
773466	que	Ima sutiyki?
773467	que	Jack sutiy.
773468	que	Imamantataq hamunki?
773469	que	Imapi tianki?
773470	que	Tiani hutilpi Sheraton sutin.
773471	que	Turiyuq kankichu, Ana?
773473	que	Wawkeyuq kankichu, Pidru?
773475	que	Paniyuq kankichu, Juan?
773477	que	Ñañayuq kankichu, Lucia?
773479	que	Pidruqa mana paniyuq kanchu.
773481	que	Juanqa mana wawkeyuq kanchu.
773483	que	Luciaqa mana turiyuq kanchu.
773485	que	Anaqa mana ñañayuq kanchu.
773487	que	Lópezqa tawa wawkenkunayuq kan.
773489	que	Juanitoqa tawa paninkunayuq kan.
773491	que	Doloresqa tawa ñañankunayuq kan.
773493	que	Maríaqa tawa turinkunayuq kan.
773495	que	Turiykunayuq kani.
773496	que	Wawkeykunayuq kani.
773497	que	Noqa turiykanyuq kani.
773498	que	Noqa wawkeykunayuq kani.
773499	que	Paniykunayuq kani.
773500	que	Ñañaykunayuq kani.
773501	que	Noqa ñañaykunayuq kani.
773502	que	Noqa paniykunayuq kani.
773505	que	Mana paniyuq kanichu.
773506	que	Mana ñañayuq kanichu.
773507	que	Noqaqa mana ñañayuq kanichu.
773508	que	Noqaqa mana paniyuq kanichu.
773509	que	Mana turiyuq kanichu.
773510	que	Mana wawkeyuq kanichu.
773511	que	Noqaqa mana wawkeyuq kanichu.
773513	que	Noqaqa mana turiyuq kanichu.
773515	que	Mana tawa turiykunayuq kanichu.
773516	que	Mana tawa wawkeykunayuq kanichu.
773517	que	Noqaqa mana tawa turiykunayuq kanichu.
773518	que	Noqaqa mana tawa wawkeykunayuq kanichu.
773519	que	Mana tawa ñañaykunayuq kanichu.
773520	que	Mana tawa paniykunayuq kanichu.
773521	que	Noqaqa mana tawa paniykunayuq kanichu.
773522	que	Noqaqa mana tawa ñañaykunayuq kanichu.
773525	que	Huk ratukama!
773527	que	Paqarinkama.
773528	que	Qhayakama.
773530	que	Huk kutikama!
773533	que	Tupananchiskama!
773541	que	Kusikusani reqsisuspay.
773542	que	Kusikusankichu reqsisuspawanki?
773544	que	Munayki.
773545	que	Arí, munawanki.
773547	que	Wasitaqa qupuyki.
773549	que	Wasitaqa qupuwanki.
773551	que	Uyariyki.
773553	que	Uyariwanki.
773555	que	Kusikuni kaypi kasanki.
773557	que	Kusikuni kaypi kasankichis.
773560	que	Noqaqa kusikusani kaypi kasani.
773562	que	Ruwayta munayman haywarisqata.
773563	que	Ruwayta munaykiman haywarisqata.
773569	que	Chay hinaqa apukuna noqapah rimanqaku.
773575	que	Kuyawankichu?
773576	que	Wayllusankichu allochallaykita?
773580	que	Arí, haku!
773581	que	Arí, hakunchis!
773583	que	Ama hamuychu.
773586	que	Ama riychischu.
773588	que	Ama pukllasunchu.
773592	que	Warmakunaqa pukllachunku!
773594	que	Warmakunaqa hamuchun!
773595	que	Runakunaqa hamusan.
774850	que	Chayqa mana hatun wasiychu kan.
774852	que	Chay hatun wasiykichu?
774853	que	Chay hatun wasikunaykichu?
774856	que	Iskay warmikuna takisanku.
774857	que	Iskay warmi takisanku.
774859	que	Tawa runakuna takisanku.
774860	que	Tawa runa takisanku.
774862	que	Hakay runaqa Pidrum.
774863	que	Hakay warmiqa Anam.
774864	que	Hakay warmi Anam.
774865	que	Hakay runa Pidrum.
774868	que	Payta munani.
774869	que	Paykunata quyman.
774872	que	Yachakuni runasimita.
774873	que	Mayllakuyta munasani.
774876	que	Mana uyarikuyta atinichu!
774877	que	Paramusan.
774878	que	Ritimusan.
774879	que	Paran.
774880	que	Ritin.
774881	que	Parasan.
774882	que	Ritisan.
774883	que	Llaqtapi yachani.
774884	que	Llaqtachapi yachani.
774894	que	Llaqtapi yachasani.
774895	que	Llaqtachapi yachasani.
774898	que	Llaqtapi yachayta munasani.
774899	que	Llaqtachapi yachayta munasani.
774902	que	Hatun llaqtapi yachayta munasani.
774904	que	Mariawan, Marcelinawan, tayta Husiymi llaqtaman risanku.
774906	que	Mariawan, Marcelinawan, tayta Husiymi llaqtaman riyta munasanku.
774908	que	Kutimuptinku risaq.
774909	que	Munaptiyki kutimusaq.
774912	que	Utkayta rimaptiyki, hapiyta yachani.
774913	que	Rimaptiyku runasimita, Cuscopi runakuna kusikunku.
774916	que	Waqasaptin llakikurqani.
774918	que	Wañuptiy, pitaq waqanqa?
774920	que	Rimaspay runasimita kusikuni.
774922	que	Runasimita yachaspayki, imatataq ruwanki?
774924	que	Puristin takisani.
774926	que	Waqastin mikusarqaniku.
774928	que	Qam munaptiykiqa, ruwasaq.
774929	que	Runasimita yachakusqa tukuspaqa, imatataq ruwasaq?
774932	que	Niptinmi, ruwasaq.
774934	que	Niptinmi manachu ruwankiman?
774936	que	Niptiypas, mana ruwankichu.
774938	que	Nispapas, ruwanqa.
774940	que	Takikusaq samanankama.
774942	que	Takikusankama tiakusaq.
774944	que	Ashka yachakunanrayku Limata rirqa.
774946	que	Hamurani willawanaykirayku.
774948	que	Rimasanku takinankupaq.
774950	que	Takisani kawsanaypaq.
774952	que	Yachakusani rimanaypaq runasimita.
774954	que	Llamkasani yachanaykipaq runasimita.
774956	que	Mana llamkasanichu samanaykipaq punchawnintin!
774958	que	Asisani kusikunaykipaq.
775281	que	Much’ananayakapushasqakupuniñataqsunamá.
1215609	que	Pacha mama.
2264829	que	Zombi kani.
2842360	que	Runasimita yachakuni.
2842363	que	Qhichwa simita yachakuni.
2842413	que	Kusikunaykipaq asichkani.
2868671	que	Mishikakunaqa Nawa simita rimarqanku.
2868810	que	Makllu munaq chayka, chaypim usupanqa.
2871438	que	"Hayk'a watayuqmi kanki?" "Chunka suqtayuq watayuqmi kani."
2871440	que	"Hayk'a watayuqmi kanki?" "16 watayuqmi kani."
2871446	que	"Imaynallam kachkanki?" "Allillanmi, añayki."
2871449	que	Riqsinakuymanta anchatam kusikuni.
2871453	que	Nihun shimita rimankichu?
2871719	que	Mikhuq kusikun puñuq kusikun.
2871726	que	Michikuna ancha ch'uya uywam.
2876500	que	Kastilla simip hanllallinta pasaqlla pantani.
2876501	que	Ama suway, ama llullay, ama qillay.
2876502	que	Kamripi, Chubutpi, Kamri simiqa tukri simim.
2879913	que	Esperantop sutinqa tukuy rimaykunapi kaqllam!
2897911	que	Arabya simiqa mana sasa simim.
2897918	que	Payqa kaypim!
2897924	que	Yupay yachayta chiqnini.
3493776	que	Yarqawachkan.
3881829	que	Ñuqa t'antatam munani.
3997935	que	Michiqa yanam.
4258741	que	Burj Khalifa tukuy tiqsimuyupi aswan hatun wasim.
5543910	que	Pañaman muyuriy.
5543913	que	Lluq'iman muyuriy.
5543914	que	Manan tusuyta yachanichu.
5543916	que	Llakisqan kashani.
5974617	que	Aylluypaq llank'ani.
5974621	que	Wardiyawan rimashanku.
6166019	que	Sapa huch'uy wasiqa huch'uy chakatayuqmi.
6166099	que	Kay pataraqa chaqayta yallinmi.
6166101	que	Aracajuman allin hamusqa.
6166105	que	Pitaq Inlish harawikuntinmanta yalliq?
6166106	que	Pitaq yalliq Inlish harawiku?
6166107	que	Yachapakuyqa yalliq yachachiqmi.
6166112	que	Ñuqa k'acham.
6166115	que	K'acha kani.
6166118	que	Magyar simita rimani.
6166120	que	Samakuyta muchuqmi yachanqaku.
6166122	que	Yanapawayku!
6166126	que	Killaqa sumaqta llipipinmi.
6166134	que	Hawaiiqa Qasi Mamaquchapi ariq-ariq wat'antinmi.
6166135	que	Sinqawaqra ancha hatunmi.
6166136	que	Yaw, Hanako.
6166138	que	Taytaykiqa imataq munakun?
6166141	que	Ñañaykiqa imayna kan?
6166146	que	Turaykiqa imaynam?
6166154	que	Tomqa sumaq sipasllam munakun.
6166157	que	Payqa Urin Awya-Yalamantam kutimuchkan.
6166710	que	Paykuna aylluyuqmi kanku.
6166729	que	"Aleman simi - sasa simi", Aleman runa nispa, ichaqa, chiqaqmanta Aleman simi manam chhika sasachu.
6457207	que	Allichu yanapawankikumanchu?
6457209	que	Unqushanin.
6457215	que	Chinkay chinkaylla purikuni.
6457223	que	Sulpayki, wasiykipi qurpachaytan munayman.
6457227	que	Allinmi.
6457232	que	Kunanqa ripukusaqkuña.
6842570	que	Ñuqa aychatam mikuni.
6894562	que	Tukuy kay pachaman paqarimujkuna libres nasekuntu tukuypunitaj kikin obligacionesniycjllataj, jinakamalla honorniyojtaj atiyniyojtaj, chantaqa razonwantaj concienciawantaj dotasqa kasqankurayku, kawsaqe masipura jina, tukuy uj munakuyllapi kawsakunanku tian.
7209451	que	Huk liwruta rantirqani.
7248492	que	Ñukaka yakuta kuyani.
7248493	que	Runakunaka Ecuadorpi kichwata rimanchik
7248494	que	Wambrakunaka kichwata munan.
7248495	que	Runakunaka Ecuadorpi kichwata riman, icha runa kunaka Perupi quechuata riman.
7248497	que	Kamuwasipi achka kamukunakami kan.
7248498	que	Kuchika tukuy mikunata mikun.
7248499	que	Maymanta kanki?
7248500	que	Ima shuti kanki?
7248501	que	Kanka Ecuadormanta kankichu?
7248502	que	Ñukaka Otavalopimi kawsani.
7248503	que	Payka kanpak warmichu?
7248504	que	Ñawpa ñukaka wawallami karkani.
7248505	que	Kichwaka ñuka shungupi kawsan.
